# Source: 1PR상품관리_BASE.xlsx
# Local/cache path: C:\MY_FULL_AI\MY_CUSTOM_CODEX-COMPANY\_local\cache\deep\xlsx\1PR상품관리_BASE.xlsx
# mtime: 2026-08-27T17:00:55
# size_bytes: 6285403
# Sheets: 모델별채산성, 반품율, FEE
# Mode: deep-initial (values+colors)
# Extracted: 2026-08-27T17:01:07+09:00

## 모델별채산성
계정 | 브랜드 |  | PRSKU | PR별칭 | PR ASIN | 간략모델명 | 단종 |  | 패킹단위 | MSRP | 루트PR | 가격 Standard Price |  | 최종 판매 가격 |  |  | 마진 | 마진(%) | F.O.B | 공급가 +수입부대비용 | 수수료 | fba fee | 배송비 +수출관세 | mpf | 미국수출관세 (관세율 수정) | 무게 |  | 해상배송비 +수출관세 | AIR배송비 +수출관세 |  | 한국수입 부대비용 | PR SKU | PR별칭 | 전체비용 | 원산지 | 성별 | 계절 | 브랜드 | 대분류 | 주무수량 | 실제주문수 | 반품수 | 반품율 | UFF RATE | UFF 수량 | 재처리비용-카이로스 | 리무벌비용-카이로스 | 재생 비율 | 매출 | 반품 상품 수수료 | 반품 상품 공급가 | 반품 상품 배송비 | reimbursement | SPEND | 공급가 | 수수료 | FBA FEE | 배송비 | MPF
KR | CQR |  | KR03122_CQHOF110_PR | FLNL_SHRT | B0DTHFMFP7 | HOF110 |  |  | 23 | 59.980000000000004 | FLNL_SHRT | 31.98 |  | 40.07 |  |  | 10.781419782800242 | 0.30235378296993193 | 8.1875 | 8.4085625 | 6.8119000000000005 | 6.88 | 4.5237349033816425 |  | 0.202 | 403 |  | 3.338657608695652 | 7.288915257648954 |  | 0.04499999999999993 | KR03122_CQHOF110_PR | FLNL_SHRT | 26.624197403381643 | 미얀마 | 남성 | 겨울 | CQR | 상의 | 1 | 0.8899 | 0.11009999999999998 | 0.1101 | 0.03 | 0.03 | 6.2 | 3.1 | 0.7 | 40.07 | 0.7499901899999999 | 0.9257827312499999 | 0.49806321286231875 | 0.20329601669999997 |  | 8.4085625 | 6.8119000000000005 | 6.88 | 4.5237349033816425 | 0
KR | CQR |  | KR03122_CQHOF110_PR | FLNL_SHRT | B0DTHFMFP7 | HOF115 | 단종 |  | 37.22084367245657 | 55.98 | FLNL_SHRT | 35.98 |  | 10.31363636363636 |  |  | -10.531431447861955 | -1.1603604504034772 | 9.59 | 9.733849999999999 | 0.515681818181818 | 6.83 | 3.7289012962962964 |  | 0.202 | 403 |  | 2.9782633333333335 | 5.48038987654321 |  | 0.02499999999999991 | KR03122_CQHOF110_PR | FLNL_SHRT | 20.808433114478113 | 베트남 | 남성 | 겨울 | CQR | 상의 | 1 | 0.88 | 0.12 | 0.12 | 0.03 | 0.03 | 6.2 | 3.1 | 0.7 | 10.31363636363636 | 0.06188181818181816 | 1.1680619999999997 | 0.4474681555555556 | 0.02493081818181816 |  | 9.733849999999999 | 0.515681818181818 | 6.83 | 3.7289012962962964 | 0
KR | CQR |  | KR03122_CQHOF110_PR | FLNL_SHRT | B0DTHFMFP7 | HOF113 |  |  | 26 | 59.980000000000004 | FLNL_SHRT | 32.98 |  | 43.24 |  |  | 11.44512881651196 | 0.32669520552456527 | 8.1875 | 8.4085625 | 7.3508000000000004 | 6.87 | 4.198135683760684 |  | 0.202 | 415 |  | 3.1442596153846156 | 6.657179843304844 |  | 0.04499999999999993 | KR03122_CQHOF110_PR | FLNL_SHRT | 26.82749818376069 | 미얀마 | 남성 | 겨울 | CQR | 상의 | 1 | 0.8102 | 0.18979999999999997 | 0.1898 | 0.04 | 0.04 | 6.2 | 3.1 | 0.7 | 43.24 | 1.3951818399999998 | 1.5959451624999998 | 0.7968061527777778 | 0.38554909119999997 |  | 8.4085625 | 7.3508000000000004 | 6.87 | 4.198135683760684 | 0
KR | CQR |  | KR03122_CQHOF110_PR | FLNL_SHRT | B0DTHFMFP7 | HOF100 | 단종 |  | 27 | 59.980000000000004 | FLNL_SHRT | 35.98 |  | 46.355 |  |  | 13.734369399071284 | 0.36300745834377546 | 8.6197 | 8.8524319 | 7.88035 | 6.52 | 4.1929859843621395 |  | 0.202 | 430 |  | 3.1763645851851856 | 6.565102582441701 |  | 0.04499999999999993 | KR03122_CQHOF110_PR | FLNL_SHRT | 27.445767884362137 | 방글라데시 | 남성 | 겨울 | CQR | 상의 | 1 | 0.8162 | 0.18379999999999996 | 0.1838 | 0.04 | 0.04 | 6.2 | 3.1 | 0.7 | 46.355 | 1.4484083299999997 | 1.6270769832199996 | 0.7706708239257611 | 0.41112852689999996 |  | 8.8524319 | 7.88035 | 6.52 | 4.1929859843621395 | 0
KR | CQR |  | KR03122_CQHOF110_PR | FLNL_SHRT | B0DTHFMFP7 | HOF103 | 단종 |  | 27 | 59.980000000000004 | FLNL_SHRT | 35.98 |  | 46.29 |  |  | 14.466595622629505 | 0.3682349102161967 | 8.6197 | 8.8524319 | 7.869300000000001 | 6.56 | 4.1929859843621395 |  | 0.202 | 465 |  | 3.1763645851851856 | 6.565102582441701 |  | 0.04499999999999993 | KR03122_CQHOF110_PR | FLNL_SHRT | 27.47471788436214 | 방글라데시 | 남성 | 겨울 | CQR | 상의 | 1 | 0.8487 | 0.1513 | 0.1513 | 0.04 | 0.04 | 6.2 | 3.1 | 0.7 | 46.29 | 1.19062509 | 1.3393729464699997 | 0.6343987794339917 | 0.33743667369999997 |  | 8.8524319 | 7.869300000000001 | 6.56 | 4.1929859843621395 | 0
KR | CQR |  | KR03122_CQHOF110_PR | FLNL_SHRT | B0DTHFMFP7 | HOF120 | 2026 |  | 25 | 59.980000000000004 | FLNL_SHRT | 35.98 |  | 35.98 |  |  | #VALUE! | #VALUE! |  | #VALUE! | 6.1166 | 6.96 | #VALUE! |  | 0.202 | 460 |  | #VALUE! | #VALUE! |  | 0.04499999999999993 | KR03122_CQHOF110_PR | FLNL_SHRT | #VALUE! | 미얀마 | 남성 | 겨울 | CQR | 상의 | 1 | 0.88 | 0.12 | 0.12 | 0.03 | 0.03 | 6.2 | 3.1 | 0.7 | 35.98 | 0.733992 | #VALUE! | #VALUE! | 0.19238856000000001 |  | #VALUE! | 6.1166 | 6.96 | #VALUE! | 0
KR | CQR |  | KR03122_CQHOF110_PR | FLNL_SHRT | B0DTHFMFP7 | HOF123 |  |  | 25 | 59.980000000000004 | FLNL_SHRT | 35.98 |  | 47.48 |  |  | 16.05035107373333 | 0.38536760417070837 | 8.35 | 8.57545 | 8.0716 | 6.82 | 4.33081111111111 |  | 0.202 | 460 |  | 3.2367 | 6.883737037037037 |  | 0.04499999999999993 | KR03122_CQHOF110_PR | FLNL_SHRT | 27.79786111111111 | 미얀마 | 남성 | 겨울 | CQR | 상의 | 1 | 0.8772 | 0.12280000000000002 | 0.1228 | 0.03 | 0.03 | 6.2 | 3.1 | 0.7 | 47.48 | 0.9911924800000002 | 1.0530652600000001 | 0.5318236044444444 | 0.2801298864000001 |  | 8.57545 | 8.0716 | 6.82 | 4.33081111111111 | 0
KR | CQR |  | KR19111_CQHOS210_PR | FLCE_SHRT | B0CJR1XYHL | HOS210 | 단종 |  | 13.62594754519263 | 45.98 | FLCE_SHRT | 35.98 |  | 14.95 |  |  | -6.688992344022854 | -0.5567748096794237 | 5.98 | 6.0697 | 0.7475 | 7.93 | 5.797875372759755 |  | 0.165 | 513 |  | 3.83053892360362 | 10.388327087457403 |  | 0.02499999999999991 | KR19111_CQHOS210_PR | FLCE_SHRT | 20.545075372759754 | 베트남 | 남성 | 겨울 | CQR | 아우터 | 1 | 0.8036 | 0.19640000000000002 | 0.1964 | 0.04 | 0.04 | 6.2 | 3.1 | 0.7 | 14.95 | 0.14680900000000002 | 1.1920890800000001 | 1.138702723210016 | 0.08623433000000001 |  | 6.0697 | 0.7475 | 7.93 | 5.797875372759755 | 0
KR | CQR |  | KR19111_CQHOS210_PR | FLCE_SHRT | B0CJR1XYHL | HOS211 | 단종 |  | 12.98261197724221 | 45.98 | FLCE_SHRT | 35.98 |  | 20.25 |  |  | -3.496756950225258 | -0.19046917666741606 | 5.65 | 5.73475 | 3.4425000000000003 | 7.91 | 5.979458009262597 |  | 0.165 | 450 |  | 3.9170114692580027 | 10.791833269273319 |  | 0.02499999999999991 | KR19111_CQHOS210_PR | FLCE_SHRT | 23.066708009262598 | 베트남 | 남성 | 겨울 | CQR | 아우터 | 1 | 0.9066 | 0.09340000000000004 | 0.0934 | 0.01 | 0.01 | 6.2 | 3.1 | 0.7 | 20.25 | 0.3215295000000002 | 0.5356256500000002 | 0.5584813780651268 | 0.05817185500000003 |  | 5.73475 | 3.4425000000000003 | 7.91 | 5.979458009262597 | 0
KR | CQR |  | KR19111_CQHOS210_PR | FLCE_SHRT | B0CJR1XYHL | HOS212 | 단종 |  | 12.32411937377691 | 55.98 | FLCE_SHRT | 39.98 |  | 32.27432432432433 |  |  | 2.83356659149662 | 0.10451941696462208 | 7.15 | 7.25725 | 5.486635135135137 | 7.48 | 6.4940717394564516 |  | 0.165 | 509 |  | 4.323990884460411 | 11.557593734447215 |  | 0.02499999999999991 | KR19111_CQHOS210_PR | FLCE_SHRT | 26.71795687459159 | 베트남 | 남성 | 겨울 | CQR | 아우터 | 1 | 0.84 | 0.16000000000000003 | 0.16 | 0.04 | 0.04 | 6.2 | 3.1 | 0.7 | 32.27432432432433 | 0.8778616216216221 | 1.1611600000000002 | 1.0390514783130325 | 0.21624611891891904 |  | 7.25725 | 5.486635135135137 | 7.48 | 6.4940717394564516 | 0
KR | CQR |  | KR19111_CQHOS210_PR | FLCE_SHRT | B0CJR1XYHL | HOS215 |  |  | 13.62594754519263 | 59.980000000000004 | FLCE_SHRT | 35.98 |  | 44.19951219512195 |  |  | 13.731004578296925 | 0.3449857198385281 | 7 | 7.1049999999999995 | 7.513917073170732 | 7.39 | 5.966175372759754 |  | 0.165 | 389 |  | 3.99883892360362 | 10.556627087457402 |  | 0.02499999999999991 | KR19111_CQHOS210_PR | FLCE_SHRT | 27.975092445930485 | 베트남 | 남성 | 겨울 | CQR | 아우터 | 1 | 0.9005 | 0.09950000000000003 | 0.0995 | 0.01 | 0.01 | 6.2 | 3.1 | 0.7 | 44.19951219512195 | 0.7476347487804881 | 0.7069475000000002 | 0.5936344495895958 | 0.2040438200243903 |  | 7.1049999999999995 | 7.513917073170732 | 7.39 | 5.966175372759754 | 0
KR | CQR |  | KR19111_CQHOS210_PR | FLCE_SHRT | B0CJR1XYHL | HOS217 |  |  | 13.62594754519263 | 59.980000000000004 | FLCE_SHRT | 39.98 |  | 47.07523809523809 |  |  | 13.746685605198302 | 0.3342282378661121 | 8 | 8.12 | 8.002790476190476 | 7.5 | 6.131175372759754 |  | 0.165 | 427 |  | 4.16383892360362 | 10.721627087457403 |  | 0.02499999999999991 | KR19111_CQHOS210_PR | FLCE_SHRT | 29.75396584895023 | 베트남 | 남성 | 겨울 | CQR | 아우터 | 1 | 0.8737 | 0.12629999999999997 | 0.1263 | 0.03 | 0.03 | 6.2 | 3.1 | 0.7 | 47.07523809523809 | 1.010752437142857 | 1.0255559999999997 | 0.7743674495795568 | 0.27913200939999994 |  | 8.12 | 8.002790476190476 | 7.5 | 6.131175372759754 | 0
KR | CQR |  | KR19111_CQHOS210_PR | FLCE_SHRT | B0CJR1XYHL | HOS219 |  |  | 13.62594754519263 | 69.98 | FLCE_SHRT | 39.98 |  | 42.98 |  |  | 13.021801652078224 | 0.3422656060479749 | 6.052499999999999 | 6.215917499999999 | 7.3066 | 7.48 | 5.809837872759754 |  | 0.165 | 506 |  | 3.84250142360362 | 10.400289587457403 |  | 0.04499999999999993 | KR19111_CQHOS210_PR | FLCE_SHRT | 26.812355372759754 | 미얀마 | 남성 | 겨울 | CQR | 아우터 | 1 | 0.8852 | 0.11480000000000001 | 0.1148 | 0.03 | 0.03 | 6.2 | 3.1 | 0.7 | 42.98 | 0.8387976800000001 | 0.713587329 | 0.6669693877928199 | 0.2265621624 |  | 6.215917499999999 | 7.3066 | 7.48 | 5.809837872759754 | 0
KR | CQR |  | KR19111_CQHOS210_PR | FLCE_SHRT | B0CJR1XYHL | HOS213 | 단종 |  | 13.14792612081405 | 45.98 | FLCE_SHRT | 36.98 |  | 27.64230769230769 |  |  | 1.9813298855350538 | 0.08145163778019562 | 5.86 | 5.9479 | 4.699192307692307 | 7.27 | 5.951250963748748 |  | 0.165 | 504 |  | 3.9141328672927473 | 10.704526522146084 |  | 0.02499999999999991 | KR19111_CQHOS210_PR | FLCE_SHRT | 23.868343271441056 | 베트남 | 남성 | 겨울 | CQR | 아우터 | 1 | 0.88 | 0.12 | 0.12 | 0.03 | 0.03 | 6.2 | 3.1 | 0.7 | 27.64230769230769 | 0.5639030769230768 | 0.7137479999999999 | 0.7141501156498498 | 0.13165416923076922 |  | 5.9479 | 4.699192307692307 | 7.27 | 5.951250963748748 | 0
KR | CQR |  | KR21011_CQTOS201_PR | COMBAT_SHRT | B08S78CYZG | TOS201 | 단종 |  | 35.2112676056338 | 82.98 | COMBAT_SHRT | 36.98 |  | 29.95 |  |  | 7.391716959999997 | 0.2468019018363939 | 8.4 | 8.617980000000001 | 5.0915 | 6.67 | 2.0497 |  | 0.113 | 426 |  | 2.0497 | 4.6854962962962965 |  | 0.08650000000000002 | KR21011_CQTOS201_PR | COMBAT_SHRT | 22.429180000000002 | 중국 | 남성 | 사계절 | CQR | 상의 | 1 | 1 | 0 | 0 | 0.01 | 0.01 | 6.2 | 3.1 | 0.7 | 29.95 | 0 | 0 | 0 | 0 |  | 8.617980000000001 | 5.0915 | 6.67 | 2.0497 | 0
KR | CQR |  | KR21011_CQTOS201_PR | COMBAT_SHRT | B08S78CYZG | TOS203 | 단종 |  | 25.14080942205943 | 85.98 | COMBAT_SHRT | 36.98 |  | 33.51521739130435 |  |  | 5.04737669881343 | 0.1800568522706398 | 10.5 | 10.57875 | 5.697586956521739 | 6.53 | 2.727818712117494 |  | 0.113 | 485 |  | 2.727818712117494 | 6.355325444396158 |  | 0.02499999999999991 | KR21011_CQTOS201_PR | COMBAT_SHRT | 25.534155668639233 | 베트남 | 남성 | 사계절 | CQR | 상의 | 1 | 0.8364 | 0.16359999999999997 | 0.1636 | 0.04 | 0.04 | 6.2 | 3.1 | 0.7 | 33.51521739130435 | 0.9321252260869564 | 1.7306834999999996 | 0.4462711413024219 | 0.24378594373913037 |  | 10.57875 | 5.697586956521739 | 6.53 | 2.727818712117494 | 0
KR | CQR |  | KR21011_CQTOS201_PR | COMBAT_SHRT | B08S78CYZG | TOS204 | 단종 |  | 25.07944797086552 | 89.98 | COMBAT_SHRT | 38.98 |  | 30.78870967741935 |  |  | 0.2098910996478125 | 0.007648541507824557 | 13.68 | 13.782599999999999 | 5.23408064516129 | 7.04 | 3.0909298299282897 |  | 0.113 | 480 |  | 3.0909298299282897 | 6.72692045090197 |  | 0.02499999999999991 | KR21011_CQTOS201_PR | COMBAT_SHRT | 29.147610475089575 | 베트남 | 남성 | 사계절 | CQR | 상의 | 1 | 0.8913 | 0.10870000000000002 | 0.1087 | 0.03 | 0.03 | 6.2 | 3.1 | 0.7 | 30.78870967741935 | 0.5689445661290323 | 1.4981686200000002 | 0.33598407251320517 | 0.14087781230645163 |  | 13.782599999999999 | 5.23408064516129 | 7.04 | 3.0909298299282897 | 0
KR | CQR |  | KR21011_CQTOS201_PR | COMBAT_SHRT | B08S78CYZG | TOS211 | 단종 |  | 23.59756077256077 | 82.98 | COMBAT_SHRT | 42.98 |  | 29.95 |  |  | 3.5543404198826636 | 0.13449207503146918 | 10.65 | 10.729875 | 5.0915 | 6 | 2.8455688771789704 |  | 0.113 | 470 |  | 2.8455688771789704 | 6.699845873269772 |  | 0.02499999999999991 | KR21011_CQTOS201_PR | COMBAT_SHRT | 24.66694387717897 | 베트남 | 남성 | 사계절 | CQR | 상의 | 1 | 0.8824 | 0.11760000000000004 | 0.1176 | 0.03 | 0.03 | 6.2 | 3.1 | 0.7 | 29.95 | 0.5987604000000002 | 1.2618333000000004 | 0.334638899956247 | 0.15524317200000007 |  | 10.729875 | 5.0915 | 6 | 2.8455688771789704 | 0
KR | CQR |  | KR21011_CQTOS201_PR | COMBAT_SHRT | B08S78CYZG | TOS212 | 단종 |  | 25.58824195110142 | 82.98 | COMBAT_SHRT | 43.98 |  | 45.26851851851852 |  |  | 17.341997195986842 | 0.38309177688005297 | 11.1 | 11.18325 | 7.695648148148149 | 6.14 | 2.7686674221171748 |  | 0.113 | 499 |  | 2.7686674221171748 | 6.335541801862264 |  | 0.02499999999999991 | KR21011_CQTOS201_PR | COMBAT_SHRT | 27.787565570265325 | 베트남 | 남성 | 사계절 | CQR | 상의 | 1 | 1 | 0 | 0 | 0.01 | 0.01 | 6.2 | 3.1 | 0.7 | 45.26851851851852 | 0 | 0 | 0 | 0 |  | 11.18325 | 7.695648148148149 | 6.14 | 2.7686674221171748 | 0
KR | CQR |  | KR21011_CQTOS201_PR | COMBAT_SHRT | B08S78CYZG | TOS801 |  |  | 32 | 82.98 | COMBAT_SHRT | 35.98 |  | 39.03 |  |  | 11.70093102009999 | 0.3450659094252234 | 9 | 9.067499999999999 | 6.6351 | 6.25 | 2.2279375000000003 |  | 0.113 | 374 |  | 2.2279375000000003 | 5.112185185185186 |  | 0.02499999999999991 | KR21011_CQTOS201_PR | COMBAT_SHRT | 24.1805375 | 베트남 | 남성 | 사계절 | CQR | 상의 | 1 | 0.8688 | 0.13119999999999998 | 0.1312 | 0.03 | 0.03 | 6.2 | 3.1 | 0.7 | 39.03 | 0.8705251199999999 | 1.1896559999999998 | 0.2923054 | 0.24011476159999998 |  | 9.067499999999999 | 6.6351 | 6.25 | 2.2279375000000003 | 0
KR | CQR |  | KR21011_CQTOS201_PR | COMBAT_SHRT | B08S78CYZG | TOS601 |  |  | 31 | 82.98 | COMBAT_SHRT | 37.98 |  | 46.21 |  |  | 15.457922311475684 | 0.3770453756187859 | 10.45 | 10.528374999999999 | 7.855700000000001 | 6.34 | 2.826255405405405 |  | 0.15083783783783783 | 494 |  | 2.826255405405405 | 5.798382048177209 |  | 0.02499999999999991 | KR21011_CQTOS201_PR | COMBAT_SHRT | 27.550330405405404 | 베트남 | 남성 | 사계절 | CQR | 상의 | 1 | 0.8872 | 0.11280000000000001 | 0.1128 | 0.03 | 0.03 | 6.2 | 3.1 | 0.7 | 46.21 | 0.8861229600000001 | 1.1876007 | 0.3188016097297297 | 0.2527849128000001 |  | 10.528374999999999 | 7.855700000000001 | 6.34 | 2.826255405405405 | 0
KR | CQR |  | KR21011_CQTOS201_PR | COMBAT_SHRT | B08S78CYZG | TOS602 |  |  | 30 | 82.98 | COMBAT_SHRT | 42.98 |  | 47.78 |  |  | 12.620961202113868 | 0.2978321875560338 | 13.4 | 13.5005 | 8.1226 | 6.49 | 4.1365892975623835 |  | 0.21230765902206838 | 461 |  | 4.1365892975623835 | 7.2024534950932475 |  | 0.02499999999999991 | KR21011_CQTOS201_PR | COMBAT_SHRT | 32.249689297562384 | 베트남 | 남성 | 사계절 | CQR | 상의 | 1 | 0.8869 | 0.11309999999999998 | 0.1131 | 0.03 | 0.03 | 6.2 | 3.1 | 0.7 | 47.78 | 0.9186660599999998 | 1.5269065499999999 | 0.4678482495543055 | 0.2625863058 |  | 13.5005 | 8.1226 | 6.49 | 4.1365892975623835 | 0
KR | CQR |  | KR21011_CQTOS201_PR | COMBAT_SHRT | B08S78CYZG | TOS611 |  |  | 32 | 82.98 | COMBAT_SHRT | 39.98 |  | 46.28 |  |  | 15.51125179206263 | 0.38025983138866426 | 10.6 | 10.679499999999999 | 7.8676 | 6.27 | 2.5911125345208506 |  | 0.1302051919359293 | 462 |  | 2.5911125345208506 | 5.475360219706036 |  | 0.02499999999999991 | KR21011_CQTOS201_PR | COMBAT_SHRT | 27.40821253452085 | 베트남 | 남성 | 사계절 | CQR | 상의 | 1 | 0.8814 | 0.11860000000000004 | 0.1186 | 0.03 | 0.03 | 6.2 | 3.1 | 0.7 | 46.28 | 0.9330973600000003 | 1.2665887000000002 | 0.307305946594173 | 0.2668462048000001 |  | 10.679499999999999 | 7.8676 | 6.27 | 2.5911125345208506 | 0
KR | CQR |  | KR21011_CQTOS201_PR | COMBAT_SHRT | B08S78CYZG | TOS612 |  |  | 29 | 82.98 | COMBAT_SHRT | 39.98 |  | 49.71 |  |  | 14.078341434834478 | 0.31671823246344066 | 13.5 | 13.60125 | 8.450700000000001 | 6.47 | 4.211706896551724 |  | 0.21300000000000002 | 462 |  | 4.211706896551724 | 7.37777330779055 |  | 0.02499999999999991 | KR21011_CQTOS201_PR | COMBAT_SHRT | 32.73365689655172 | 베트남 | 남성 | 사계절 | CQR | 상의 | 1 | 0.8942 | 0.1058 | 0.1058 | 0.03 | 0.03 | 6.2 | 3.1 | 0.7 | 49.71 | 0.8940840600000002 | 1.43901225 | 0.4455985896551724 | 0.25764955580000004 |  | 13.60125 | 8.450700000000001 | 6.47 | 4.211706896551724 | 0
KR | CQR |  | KR21011_CQTOS201_PR | COMBAT_SHRT | B08S78CYZG | TOS301 | 2027 |  | #N/A | 49.980000000000004 | COMBAT_SHRT | 36.98 |  | 36.98 |  |  | #N/A | #N/A | 7.39 | 7.489764999999999 | 6.2866 | #N/A | #N/A |  | 0.11 | #N/A |  | #N/A | #N/A |  | 0.04499999999999993 | KR21011_CQTOS201_PR | COMBAT_SHRT | #N/A | 에티오피아 | 남성 | 사계절 | CQR | 상의 | 1 | #N/A | #N/A | #N/A | #N/A | #N/A | 6.2 | 3.1 | 0.7 | 36.98 | #N/A | #N/A | #N/A | #N/A |  | 7.489764999999999 | 6.2866 | #N/A | #N/A | 0
KR | CQR |  | KR21011_CQTOS201_PR | COMBAT_SHRT | B08S78CYZG | TOS303 | 2027 |  | #N/A | 49.980000000000004 | COMBAT_SHRT | 36.98 |  | 36.98 |  |  | #N/A | #N/A | 7.79 | 7.8951649999999995 | 6.2866 | #N/A | #N/A |  | 0.11 | #N/A |  | #N/A | #N/A |  | 0.04499999999999993 | KR21011_CQTOS201_PR | COMBAT_SHRT | #N/A | 에티오피아 | 남성 | 사계절 | CQR | 상의 | 1 | #N/A | #N/A | #N/A | #N/A | #N/A | 6.2 | 3.1 | 0.7 | 36.98 | #N/A | #N/A | #N/A | #N/A |  | 7.8951649999999995 | 6.2866 | #N/A | #N/A | 0
KR | CQR |  | KR21011_CQTOS201_PR | COMBAT_SHRT | B08S78CYZG | TOS200 | 단종 |  | 66.07929515418502 | 39.98 | COMBAT_SHRT | 16.98 |  | 19.13181818181818 |  |  | 2.7875217556533336 | 0.15864637225951583 | 5.76 | 5.849251199999999 | 1.913181818181818 | 5.35 | 2.3892966666666666 |  | 0.313 | 227 |  | 2.3892966666666666 | 3.868559012345679 |  | 0.051649999999999974 | KR21011_CQTOS201_PR | COMBAT_SHRT | 15.501729684848485 | 중국 | 남성 | 사계절 | CQR | 상의 | 1 | 0.9184 | 0.0816 | 0.0816 | 0.01 | 0.01 | 6.2 | 3.1 | 0.7 | 19.13181818181818 | 0.15611563636363637 | 0.47729889791999996 | 0.194966608 | 0.0677936509090909 |  | 5.849251199999999 | 1.913181818181818 | 5.35 | 2.3892966666666666 | 0
KR | CQR |  | KR04091_CQHKZ303_PR | FLCE_QTR_ZIP | B0DVYF8XG8 | HKZ300 |  |  | 20 | 59.98 | FLCE_QTR_ZIP | 29.98 |  | 39.98 |  |  | 10.457921356622222 | 0.31356847677681515 | 6.22 | 6.313299999999999 | 6.7966 | 6.97 | 5.314638888888888 |  | 0.325 | 384 |  | 3.959 | 8.477796296296296 |  | 0.02499999999999991 | KR04091_CQHKZ303_PR | FLCE_QTR_ZIP | 25.39453888888889 | 베트남 | 남성 | 겨울 | CQR | 상의 | 1 | 0.8342 | 0.16579999999999995 | 0.1658 | 0.04 | 0.04 | 6.2 | 3.1 | 0.7 | 39.98 | 1.1268762799999996 | 1.0467451399999994 | 0.8811671277777774 | 0.30423272039999993 |  | 6.313299999999999 | 6.7966 | 6.97 | 5.314638888888888 | 0
KR | CQR |  | KR04091_CQHKZ303_PR | FLCE_QTR_ZIP | B0DVYF8XG8 | HKZ301 | 단종 |  | 20 | 59.98 | FLCE_QTR_ZIP | 35.98 |  | 24.95 |  |  | 0.31705556750000596 | 0.014784919111055431 | 6.87 | 6.97305 | 4.2415 | 7.27 | 4.351118888888888 |  | 0.154 | 388 |  | 2.9954799999999997 | 7.514276296296296 |  | 0.02499999999999991 | KR04091_CQHKZ303_PR | FLCE_QTR_ZIP | 22.835668888888886 | 베트남 | 남성 | 겨울 | CQR | 상의 | 1 | 0.8594999999999999 | 0.14050000000000007 | 0.1405 | 0.03 | 0.03 | 6.2 | 3.1 | 0.7 | 24.95 | 0.5959307500000003 | 0.9797135250000004 | 0.6113322038888891 | 0.13216764750000007 |  | 6.97305 | 4.2415 | 7.27 | 4.351118888888888 | 0
KR | CQR |  | KR04091_CQHKZ303_PR | FLCE_QTR_ZIP | B0DVYF8XG8 | HKZ210 | 2026 |  | 20 | 59.98 | FLCE_QTR_ZIP | 45.98 |  | 45.98 |  |  | 12.579867687777778 | 0.31090265747404455 | 10 | 10.27 | 7.8166 | 7.27 | 4.833138888888889 |  | 0.154 | 542 |  | 3.4775 | 7.996296296296296 |  | 0.04499999999999993 | KR04091_CQHKZ303_PR | FLCE_QTR_ZIP | 30.18973888888889 | 에티오피아 | 남성 | 겨울 | CQR | 상의 | 1 | 0.88 | 0.12 | 0.12 | 0.03 | 0.03 | 6.2 | 3.1 | 0.7 | 45.98 | 0.9379919999999999 | 1.2324 | 0.5799766666666666 | 0.25950456 |  | 10.27 | 7.8166 | 7.27 | 4.833138888888889 | 0
KR | CQR |  | KR04091_CQHKZ303_PR | FLCE_QTR_ZIP | B0DVYF8XG8 | HKZ303 |  |  | 20 | 59.98 | FLCE_QTR_ZIP | 33.98 |  | 40.15857142857142 |  |  | 11.428578357995228 | 0.33296627779919347 | 6.86 | 6.9629 | 6.826957142857142 | 6.98 | 4.349578888888889 |  | 0.154 | 392 |  | 2.9939400000000003 | 7.512736296296296 |  | 0.02499999999999991 | KR04091_CQHKZ303_PR | FLCE_QTR_ZIP | 25.11943603174603 | 베트남 | 남성 | 겨울 | CQR | 상의 | 1 | 0.8547 | 0.14529999999999998 | 0.1453 | 0.03 | 0.03 | 6.2 | 3.1 | 0.7 | 40.15857142857142 | 0.9919568728571426 | 1.01170937 | 0.6319938125555555 | 0.2680222688999999 |  | 6.9629 | 6.826957142857142 | 6.98 | 4.349578888888889 | 0
KR | CQR |  | KR05071_CQHKZ921_PR | UTL_FLCE_QTR | B0FH6DZ46M | HKZ305 |  |  | 20 | 79.98 | UTL_FLCE_QTR | 39.98 |  | 49.98 |  |  | 17.58068525142221 | 0.4024189529700957 | 7.88 | 7.9982 | 8.4966 | 7.34 | 4.5066588888888885 |  | 0.154 | 416 |  | 3.15102 | 7.669816296296296 |  | 0.02499999999999991 | KR05071_CQHKZ921_PR | UTL_FLCE_QTR | 28.34145888888889 | 베트남 | 남성 | 겨울 | CQR | 상의 | 1 | 0.8741 | 0.1259 | 0.1259 | 0.03 | 0.03 | 6.2 | 3.1 | 0.7 | 49.98 | 1.0697219400000002 | 1.00697338 | 0.5673883541111111 | 0.3009057842 |  | 7.9982 | 8.4966 | 7.34 | 4.5066588888888885 | 0
