# Source: 1PR상품관리_BASE.xlsx
# Local/cache path: C:\MY_FULL_AI\MY_CUSTOM_CODEX-COMPANY\_local\cache\deep\xlsx\1PR상품관리_BASE.xlsx
# mtime: 2026-08-27T17:00:55
# size_bytes: 6285403
# Sheets: 모델별채산성, 반품율, FEE
# Mode: deep-initial (values+colors)
# Extracted: 2026-08-27T17:01:07+09:00

## 모델별채산성
계정 | 브랜드 |  | PRSKU | PR별칭 | PR ASIN | 간략모델명 | 단종 |  | 패킹단위 | MSRP | 루트PR | 가격 Standard Price |  | 최종 판매 가격 |  |  | 마진 | 마진(%) | F.O.B | 공급가 +수입부대비용 | 수수료 | fba fee | 배송비 +수출관세 | mpf | 미국수출관세 (관세율 수정) | 무게 |  | 해상배송비 +수출관세 | AIR배송비 +수출관세 |  | 한국수입 부대비용 | PR SKU | PR별칭 | 전체비용 | 원산지 | 성별 | 계절 | 브랜드 | 대분류 | 주무수량 | 실제주문수 | 반품수 | 반품율 | UFF RATE | UFF 수량 | 재처리비용-카이로스 | 리무벌비용-카이로스 | 재생 비율 | 매출 | 반품 상품 수수료 | 반품 상품 공급가 | 반품 상품 배송비 | reimbursement | SPEND | 공급가 | 수수료 | FBA FEE | 배송비 | MPF
KR | TSLA |  | KR19121_TMZUD31_PR | K_THRM_LS | B0827FK4Z9 | ZUT22 | 단종 |  | 78.94736842105263 | 39.98 | USELESS | 23.98 |  | 4.95 |  |  | -6.814257546296295 | -1.564338279682345 | 6 | 6.09 | 0.24750000000000003 | 3.87 | 1.5301018518518519 |  | 0.11 | 190 |  | 1.1508333333333334 | 2.4150617283950617 |  | 0.02499999999999991 | KR19121_TMZUD31_PR | K_THRM_LS | 11.737601851851851 | 베트남 | 아동 | 겨울 | TSLA | 언더레이어 | 1 | 0.88 | 0.12 | 0.12 | 0.03 | 0.03 | 6.2 | 3.1 | 0.7 | 4.95 | 0.0297 | 0.7308 | 0.18361222222222223 | 0.006993000000000005 |  | 6.09 | 0.24750000000000003 | 3.87 | 1.5301018518518519 | 0
KR | TSLA |  | KR20011_TMZUP33_PR | K_THRM_PT | B083NSQ49M | ZUP33 | 단종 |  | 90 | 29.98 | USELESS | 16.98 |  | 4.95 |  |  | -3.9700224389814815 | -0.8593429070478668 | 2.9 | 2.9435 | 0.24750000000000003 | 4.35 | 1.2157419753086418 |  | 0.154 | 148 |  | 0.8771555555555556 | 2.0057769547325104 |  | 0.02499999999999991 | KR20011_TMZUP33_PR | K_THRM_PT | 8.75674197530864 | 베트남 | 아동 | 겨울 | TSLA | 언더레이어 | 1 | 0.9333 | 0.06669999999999998 | 0.0667 | 0.01 | 0.01 | 6.2 | 3.1 | 0.7 | 4.95 | 0.01650825 | 0.19633144999999994 | 0.08108998975308639 | 0.0016458225000000042 |  | 2.9435 | 0.24750000000000003 | 4.35 | 1.2157419753086418 | 0
KR | TSLA |  | KR20011_TMZUP33_PR | K_THRM_PT | B083NSQ49M | ZUP53 | 단종 |  | 90.08333333333333 | 29.98 | USELESS | 16.98 |  | 4.95 |  |  | -3.194024403555349 | -0.6452574552637068 | 2.73 | 2.77095 | 0.24750000000000003 | 3.84 | 1.1888948689485044 |  | 0.154 | 148 |  | 0.8505772617946346 | 1.9783026189742008 |  | 0.02499999999999991 | KR20011_TMZUP33_PR | K_THRM_PT | 8.047344868948503 | 베트남 | 아동 | 겨울 | TSLA | 언더레이어 | 1 | 1 | 0 | 0 | 0.01 | 0.01 | 6.2 | 3.1 | 0.7 | 4.95 | 0 | 0 | 0 | 0 |  | 2.77095 | 0.24750000000000003 | 3.84 | 1.1888948689485044 | 0
KR | TSLA |  | KR20011_TMZUP33_PR | K_THRM_PT | B083NSQ49M | KHB301 | 단종 |  | 59.28853754940712 | 39.98 | USELESS | 26.98 |  | 6.95 |  |  | -6.751759679074076 | -0.9714762128164138 | 5.44 | 5.5216 | 0.34750000000000003 | 5.74 | 1.9804535185185184 |  | 0.154 | 253 |  | 1.4913433333333332 | 3.1217106172839504 |  | 0.02499999999999991 | KR20011_TMZUP33_PR | K_THRM_PT | 13.58955351851852 | 베트남 | 아동 | 겨울 | TSLA | 언더레이어 | 1 | 1 | 0 | 0 | 0.01 | 0.01 | 6.2 | 3.1 | 0.7 | 6.95 | 0 | 0 | 0 | 0 |  | 5.5216 | 0.34750000000000003 | 5.74 | 1.9804535185185184 | 0
KR | TSLA |  | KR20011_TMZUP33_PR | K_THRM_PT | B083NSQ49M | KHB306 | 단종 |  | 59.28853754940712 | 39.98 | USELESS | 26.98 |  | 4.95 |  |  | -7.543889229074071 | -1.5240180260755698 | 6.09 | 6.181349999999999 | 0.24750000000000003 | 3.87 | 2.080553518518518 |  | 0.154 | 253 |  | 1.591443333333333 | 3.2218106172839507 |  | 0.02499999999999991 | KR20011_TMZUP33_PR | K_THRM_PT | 12.379403518518515 | 베트남 | 아동 | 겨울 | TSLA | 언더레이어 | 1 | 1 | 0 | 0 | 0.01 | 0.01 | 6.2 | 3.1 | 0.7 | 4.95 | 0 | 0 | 0 | 0 |  | 6.181349999999999 | 0.24750000000000003 | 3.87 | 2.080553518518518 | 0
KR | TSLA |  | KR20011_TMZUP33_PR | K_THRM_PT | B083NSQ49M | ZUP20 | 단종 |  | 60 | 39.98 | USELESS | 23.98 |  | 23.98 |  |  | 6.598657535925927 | 0.3126970172078023 | 5.8 | 5.887 | 4.0766 | 3.63 | 2.022912962962963 |  | 0.154 | 280 |  | 1.5390333333333335 | 3.1519654320987653 |  | 0.02499999999999991 | KR20011_TMZUP33_PR | K_THRM_PT | 15.616512962962961 | 베트남 | 아동 | 겨울 | TSLA | 언더레이어 | 1 | 0.88 | 0.12 | 0.12 | 0.03 | 0.03 | 6.2 | 3.1 | 0.7 | 23.98 | 0.48919199999999996 | 0.70644 | 0.24274955555555555 | 0.13669656000000005 |  | 5.887 | 4.0766 | 3.63 | 2.022912962962963 | 0
KR | TSLA |  | KR19111_TMMSR12_PR | SWM_SHRT_LS | B081QD4K63 | MSS03 | 단종 |  | 68.5514795218499 | 33.98 | USELESS | 19.98 |  | 9.95 |  |  | -2.338731716669402 | -0.2938105171695229 | 3.66 | 3.7149 | 0.4975 | 5.35 | 1.3973742816125632 |  | 0.11 | 210 |  | 0.9678686166700303 | 2.3995541664784734 |  | 0.02499999999999991 | KR19111_TMMSR12_PR | SWM_SHRT_LS | 10.959774281612564 | 베트남 | 남성 | 여름 | TSLA | 스윔웨어 | 1 | 0.8 | 0.19999999999999996 | 0.2 | 0.04 | 0.04 | 6.2 | 3.1 | 0.7 | 9.95 | 0.09949999999999998 | 0.7429799999999999 | 0.27947485632251257 | 0.05743499999999998 |  | 3.7149 | 0.4975 | 5.35 | 1.3973742816125632 | 0
KR | TSLA |  | KR19111_TMMSR12_PR | SWM_SHRT_LS | B081QD4K63 | MSS13 | 단종 |  | 56.25 | 35.98 | USELESS | 21.98 |  | 7.95 |  |  | -4.7457485462963 | -0.7959326702383731 | 4.6 | 4.669 | 0.3975 | 5.12 | 1.707827160493827 |  | 0.11 | 194 |  | 1.194888888888889 | 2.9046831275720164 |  | 0.02499999999999991 | KR19111_TMMSR12_PR | SWM_SHRT_LS | 11.894327160493827 | 베트남 | 남성 | 여름 | TSLA | 스윔웨어 | 1 | 0.75 | 0.25 | 0.25 | 0.04 | 0.04 | 6.2 | 3.1 | 0.7 | 7.95 | 0.099375 | 1.16725 | 0.4269567901234568 | 0.04256875000000001 |  | 4.669 | 0.3975 | 5.12 | 1.707827160493827 | 0
KR | TSLA |  | KR19111_TMMSR12_PR | SWM_SHRT_LS | B081QD4K63 | MSS22 | 단종 |  | 35 | 59.98 | USELESS | 33.98 |  | 36.64666666666666 |  |  | 11.594949937777773 | 0.3595437368040969 | 7.32 | 7.4298 | 6.229933333333332 | 5.9 | 2.707565079365079 |  | 0.11 | 396 |  | 1.9123428571428573 | 4.5630835978835975 |  | 0.02499999999999991 | KR19111_TMMSR12_PR | SWM_SHRT_LS | 22.267298412698413 | 베트남 | 남성 | 여름 | TSLA | 스윔웨어 | 1 | 0.88 | 0.12 | 0.12 | 0.03 | 0.03 | 6.2 | 3.1 | 0.7 | 36.64666666666666 | 0.7475919999999998 | 0.891576 | 0.3249078095238095 | 0.20594055999999997 |  | 7.4298 | 6.229933333333332 | 5.9 | 2.707565079365079 | 0
KR | TSLA |  | KR19111_TMMSR12_PR | SWM_SHRT_LS | B081QD4K63 | MSS05 | 단종 |  | 46.03571428571428 | 35.98 | USELESS | 23.98 |  | 12.95 |  |  | -0.8674150971914099 | -0.0730684638234771 | 5.85 | 5.937749999999999 | 0.6475 | 4.67 | 2.1013353590207746 |  | 0.11 | 241 |  | 1.4852377812257567 | 3.538896373875816 |  | 0.02499999999999991 | KR19111_TMMSR12_PR | SWM_SHRT_LS | 13.356585359020775 | 베트남 | 남성 | 여름 | TSLA | 스윔웨어 | 1 | 0.9167 | 0.08330000000000004 | 0.0833 | 0.01 | 0.01 | 6.2 | 3.1 | 0.7 | 12.95 | 0.053936750000000026 | 0.49461457500000017 | 0.1750412354064306 | 0.04450510750000002 |  | 5.937749999999999 | 0.6475 | 4.67 | 2.1013353590207746 | 0
KR | TSLA |  | KR19111_TMMSR12_PR | SWM_SHRT_LS | B081QD4K63 | MSS15 | 단종 |  | 60 | 39.98 | USELESS | 25.98 |  | 26.43 |  |  | 5.974984735925929 | 0.256895776834431 | 6.72 | 6.820799999999999 | 4.4931 | 5.32 | 1.8689129629629628 |  | 0.11 | 244 |  | 1.3850333333333333 | 2.9979654320987654 |  | 0.02499999999999991 | KR19111_TMMSR12_PR | SWM_SHRT_LS | 18.502812962962963 | 베트남 | 남성 | 여름 | TSLA | 스윔웨어 | 1 | 0.88 | 0.12 | 0.12 | 0.03 | 0.03 | 6.2 | 3.1 | 0.7 | 26.43 | 0.539172 | 0.8184959999999999 | 0.22426955555555553 | 0.13958196000000003 |  | 6.820799999999999 | 4.4931 | 5.32 | 1.8689129629629628 | 0
KR | TSLA |  | KR19111_TMMSR12_PR | SWM_SHRT_LS | B081QD4K63 | MSS44 | 단종 |  | 73.64789915966387 | 39.98 | USELESS | 19.98 |  | 5.95 |  |  | -3.950564487646254 | -0.7383901446750527 | 3.77 | 3.8265499999999997 | 0.29750000000000004 | 4.04 | 1.3439576939509539 |  | 0.11 | 194 |  | 0.9408521434032018 | 2.284537311895709 |  | 0.02499999999999991 | KR19111_TMMSR12_PR | SWM_SHRT_LS | 9.508007693950953 | 베트남 | 남성 | 여름 | TSLA | 스윔웨어 | 1 | 0.8992 | 0.1008 | 0.1008 | 0.03 | 0.03 | 6.2 | 3.1 | 0.7 | 5.95 | 0.029988000000000004 | 0.38571624 | 0.13547093555025616 | 0.0113778 |  | 3.8265499999999997 | 0.29750000000000004 | 4.04 | 1.3439576939509539 | 0
KR | TSLA |  | KR19111_TMMSR12_PR | SWM_SHRT_LS | B081QD4K63 | MSS45 | 단종 |  | 56.45238095238095 | 39.98 | USELESS | 22.98 |  | 11.61666666666667 |  |  | -1.2596328591673647 | -0.13125922369155696 | 4.46 | 4.5268999999999995 | 0.5808333333333335 | 4.82 | 1.6882907071559117 |  | 0.11 | 183 |  | 1.177019232391396 | 2.8812574816064487 |  | 0.02499999999999991 | KR19111_TMMSR12_PR | SWM_SHRT_LS | 11.616024040489243 | 베트남 | 남성 | 여름 | TSLA | 스윔웨어 | 1 | 0.8261000000000001 | 0.17389999999999994 | 0.1739 | 0.04 | 0.04 | 6.2 | 3.1 | 0.7 | 11.61666666666667 | 0.10100691666666667 | 0.7872279099999997 | 0.29359375397441295 | 0.07566533916666669 |  | 4.5268999999999995 | 0.5808333333333335 | 4.82 | 1.6882907071559117 | 0
KR | TSLA |  | KR19111_TMMSR12_PR | SWM_SHRT_LS | B081QD4K63 | MSS46 | 단종 |  | 57 | 39.98 | USELESS | 25.98 |  | 9.95 |  |  | -1.461180069093567 | -0.15719574850204426 | 6.04 | 6.130599999999999 | 0.4975 | 2.73 | 1.8510452241715396 |  | 0.11 | 196 |  | 1.3442245614035087 | 3.0336267706302795 |  | 0.02499999999999991 | KR19111_TMMSR12_PR | SWM_SHRT_LS | 11.209145224171538 | 베트남 | 남성 | 여름 | TSLA | 스윔웨어 | 1 | 0.9342 | 0.06579999999999997 | 0.0658 | 0.01 | 0.01 | 6.2 | 3.1 | 0.7 | 9.95 | 0.03273549999999999 | 0.40339347999999975 | 0.12179877575048725 | 0.03096383499999998 |  | 6.130599999999999 | 0.4975 | 2.73 | 1.8510452241715396 | 0
KR | TSLA |  | KR19111_TMMSR12_PR | SWM_SHRT_LS | B081QD4K63 | MSS23 | 단종 |  | 36.05769230769231 | 59.98 | USELESS | 35.98 |  | 12.95 |  |  | -5.346376082870371 | -0.6192403989302895 | 7.98 | 8.0997 | 0.6475 | 5.82 | 2.7257703703703706 |  | 0.11 | 416 |  | 1.9524666666666668 | 4.530145679012346 |  | 0.02499999999999991 | KR19111_TMMSR12_PR | SWM_SHRT_LS | 17.29297037037037 | 베트남 | 남성 | 여름 | TSLA | 스윔웨어 | 1 | 0.6667000000000001 | 0.33329999999999993 | 0.3333 | 0.04 | 0.04 | 6.2 | 3.1 | 0.7 | 12.95 | 0.21581174999999994 | 2.6996300099999995 | 0.9084992644444443 | 0.15124320749999995 |  | 8.0997 | 0.6475 | 5.82 | 2.7257703703703706 | 0
KR | TSLA |  | KR19111_TMMSR12_PR | SWM_SHRT_LS | B081QD4K63 | MTL01 | 단종 |  | 102.7397260273973 | 25.98 | USELESS | 16.98 |  | 8.95 |  |  | 0.7970617185185169 | 0.08905717525346558 | 2.29 | 2.32435 | 0.4475 | 4.35 | 0.93162037037037 |  | 0.11 | 146 |  | 0.6290666666666664 | 1.6375790123456786 |  | 0.02499999999999991 | KR19111_TMMSR12_PR | SWM_SHRT_LS | 8.05347037037037 | 베트남 | 남성 | 여름 | TSLA | 상의 | 1 | 1 | 0 | 0 | 0.01 | 0.01 | 6.2 | 3.1 | 0.7 | 8.95 | 0 | 0 | 0 | 0 |  | 2.32435 | 0.4475 | 4.35 | 0.93162037037037 | 0
KR | TSLA |  | KR19111_TMMSR12_PR | SWM_SHRT_LS | B081QD4K63 | MTL00 | 단종 |  | 113.6363636363636 | 29.98 | USELESS | 16.98 |  | 16.98 |  |  | 6.741299138888891 | 0.4511523676845012 | 2.29 | 2.32435 | 1.6980000000000002 | 3.63 | 0.8710444444444446 |  | 0.11 | 132 |  | 0.5929000000000002 | 1.5200481481481485 |  | 0.02499999999999991 | KR19111_TMMSR12_PR | SWM_SHRT_LS | 8.523394444444445 | 베트남 | 남성 | 여름 | TSLA | 상의 | 1 | 0.88 | 0.12 | 0.12 | 0.03 | 0.03 | 6.2 | 3.1 | 0.7 | 16.98 | 0.20376000000000002 | 0.278922 | 0.10452533333333335 | 0.09787680000000003 |  | 2.32435 | 1.6980000000000002 | 3.63 | 0.8710444444444446 | 0
KR | TSLA |  | KR19111_TMMSZ23_PR | RASH_ZIP | B081SGL9VM | MSZ03 | 단종 |  | 53.26627765279339 | 39.98 | USELESS | 21.98 |  | 14.95 |  |  | -1.1365440604190447 | -0.08688344465697427 | 6.84 | 6.9426 | 0.7475 | 5.12 | 2.31981904459168 |  | 0.154 | 290 |  | 1.7808371526665498 | 3.5774434590836504 |  | 0.02499999999999991 | KR19111_TMMSZ23_PR | RASH_ZIP | 15.129919044591679 | 베트남 | 남성 | 여름 | TSLA | 스윔웨어 | 1 | 0.875 | 0.125 | 0.125 | 0.03 | 0.03 | 6.2 | 3.1 | 0.7 | 14.95 | 0.0934375 | 0.867825 | 0.28997738057396 | 0.079471875 |  | 6.9426 | 0.7475 | 5.12 | 2.31981904459168 | 0
KR | TSLA |  | KR19111_TMMSZ23_PR | RASH_ZIP | B081SGL9VM | MSZ01 | 단종 |  | 60 | 39.98 | USELESS | 25.98 |  | 19.95 |  |  | 0.8837089905999989 | 0.0620134257385027 | 6.902000000000001 | 7.00553 | 1.995 | 4.94 | 2.1926209629629634 |  | 0.154 | 268 |  | 1.7087413333333337 | 3.3216734320987658 |  | 0.02499999999999991 | KR19111_TMMSZ23_PR | RASH_ZIP | 16.133150962962965 | 베트남 | 남성 | 여름 | TSLA | 스윔웨어 | 1 | 0.7142999999999999 | 0.28570000000000007 | 0.2857 | 0.04 | 0.04 | 6.2 | 3.1 | 0.7 | 19.95 | 0.5699715000000002 | 2.0014799210000005 | 0.6264318091185188 | 0.260286985 |  | 7.00553 | 1.995 | 4.94 | 2.1926209629629634 | 0
KR | TSLA |  | KR19111_TMMSZ23_PR | RASH_ZIP | B081SGL9VM | MSZ02 | 단종 |  | 60.10869565217391 | 39.98 | USELESS | 27.98 |  | 18.95 |  |  | 1.8120900916921805 | 0.10836900152930126 | 7.24 | 7.3486 | 1.895 | 4.45 | 2.242716881655616 |  | 0.154 | 272 |  | 1.7596254611211573 | 3.369930196236019 |  | 0.02499999999999991 | KR19111_TMMSZ23_PR | RASH_ZIP | 15.936316881655616 | 베트남 | 남성 | 여름 | TSLA | 스윔웨어 | 1 | 0.8824 | 0.11760000000000004 | 0.1176 | 0.03 | 0.03 | 6.2 | 3.1 | 0.7 | 18.95 | 0.22285200000000008 | 0.8641953600000003 | 0.2637435052827005 | 0.10376436000000004 |  | 7.3486 | 1.895 | 4.45 | 2.242716881655616 | 0
KR | TSLA |  | KR19111_TMMSZ23_PR | RASH_ZIP | B081SGL9VM | MSZ04 | 단종 |  | 60.41666666666666 | 39.98 | USELESS | 29.98 |  | 17.95 |  |  | -0.48448980163217925 | -0.03298835895849774 | 7.52 | 7.6328 | 1.795 | 5.12 | 2.2803328735632187 |  | 0.154 | 277 |  | 1.7994593103448278 | 3.402371187739464 |  | 0.02499999999999991 | KR19111_TMMSZ23_PR | RASH_ZIP | 16.828132873563217 | 베트남 | 남성 | 여름 | TSLA | 스윔웨어 | 1 | 0.8182 | 0.18179999999999996 | 0.1818 | 0.04 | 0.04 | 6.2 | 3.1 | 0.7 | 17.95 | 0.3263309999999999 | 1.3876430399999997 | 0.41456451641379305 | 0.14043140999999998 |  | 7.6328 | 1.795 | 5.12 | 2.2803328735632187 | 0
KR | TSLA |  | KR19111_TMMSZ23_PR | RASH_ZIP | B081SGL9VM | MSZ13 | 단종 |  | 50.46370370370371 | 39.98 | USELESS | 22.98 |  | 24.08696428571429 |  |  | 4.7443481233636895 | 0.19696745787834746 | 7.42 | 7.5313 | 4.09478392857143 | 5.12 | 2.4768079100490263 |  | 0.154 | 290 |  | 1.9105586366438656 | 3.7980562146610692 |  | 0.02499999999999991 | KR19111_TMMSZ23_PR | RASH_ZIP | 19.222891838620455 | 베트남 | 남성 | 여름 | TSLA | 스윔웨어 | 1 | 1 | 0 | 0 | 0.01 | 0.01 | 6.2 | 3.1 | 0.7 | 24.08696428571429 | 0 | 0 | 0 | 0 |  | 7.5313 | 4.09478392857143 | 5.12 | 2.4768079100490263 | 0
KR | TSLA |  | KR19111_TMMSZ23_PR | RASH_ZIP | B081SGL9VM | MSZ23 | 단종 |  | 55.35055350553505 | 39.98 | USELESS | 23.98 |  | 23.98 |  |  | 5.642527138703699 | 0.26738793401242034 | 6.2 | 6.293 | 4.0766 | 4.07 | 2.1753768518518517 |  | 0.154 | 271 |  | 1.6548833333333333 | 3.389861728395062 |  | 0.02499999999999991 | KR19111_TMMSZ23_PR | RASH_ZIP | 16.614976851851853 | 베트남 | 남성 | 여름 | TSLA | 스윔웨어 | 1 | 0.88 | 0.12 | 0.12 | 0.03 | 0.03 | 6.2 | 3.1 | 0.7 | 23.98 | 0.48919199999999996 | 0.7551599999999999 | 0.2610452222222222 | 0.13300056000000002 |  | 6.293 | 4.0766 | 4.07 | 2.1753768518518517 | 0
KR | TSLA |  | KR19111_TMFSR24_PR | W_RASH_LS | B081R8S574 | FSR41 | 단종 |  | 60 | 39.98 | USELESS | 23.98 |  | 14.95 |  |  | -0.3831313146129638 | -0.03843934705735921 | 4.67 | 4.9424945000000005 | 0.7475 | 5.02 | 1.7041229629629628 |  | 0.123 | 220 |  | 1.2202433333333333 | 2.8331754320987654 |  | 0.09725000000000006 | KR19111_TMFSR24_PR | W_RASH_LS | 12.414117462962963 | 미얀마 | 여성 | 여름 | TSLA | 스윔웨어 | 1 | 0.6667000000000001 | 0.33329999999999993 | 0.3333 | 0.04 | 0.04 | 6.2 | 3.1 | 0.7 | 14.95 | 0.24914174999999997 | 1.6473334168499998 | 0.5679841835555554 | 0.21423690749999996 |  | 4.9424945000000005 | 0.7475 | 5.02 | 1.7041229629629628 | 0
KR | TSLA |  | KR19111_TMFSR24_PR | W_RASH_LS | B081R8S574 | FSR42 | 단종 |  | 60 | 35.98 | USELESS | 23.98 |  | 14.95 |  |  | 1.5619312403777759 | 0.1218959351829847 | 4.34 | 4.593239 | 0.7475 | 4.94 | 1.6635329629629627 |  | 0.123 | 214 |  | 1.1796533333333332 | 2.7925854320987655 |  | 0.09725000000000006 | KR19111_TMFSR24_PR | W_RASH_LS | 11.944271962962963 | 미얀마 | 여성 | 여름 | TSLA | 스윔웨어 | 1 | 0.8571 | 0.14290000000000003 | 0.1429 | 0.03 | 0.03 | 6.2 | 3.1 | 0.7 | 14.95 | 0.10681775000000003 | 0.6563738531000001 | 0.23771886040740742 | 0.09265278750000003 |  | 4.593239 | 0.7475 | 4.94 | 1.6635329629629627 | 0
KR | TSLA |  | KR19111_TMFSR24_PR | W_RASH_LS | B081R8S574 | FSR45 | 단종 |  | 60 | 39.98 | USELESS | 22.98 |  | 17.49545454545455 |  |  | 2.2218245405555557 | 0.1599224126341165 | 4.6 | 4.8104499999999994 | 1.749545454545455 | 4.71 | 1.6955129629629628 |  | 0.123 | 230 |  | 1.2116333333333333 | 2.8245654320987654 |  | 0.07624999999999993 | KR19111_TMFSR24_PR | W_RASH_LS | 12.965508417508419 | 베트남 | 여성 | 여름 | TSLA | 스윔웨어 | 1 | 0.7941 | 0.20589999999999997 | 0.2059 | 0.04 | 0.04 | 6.2 | 3.1 | 0.7 | 17.49545454545455 | 0.3602314090909091 | 0.9904716549999998 | 0.349106119074074 | 0.15906055772727276 |  | 4.8104499999999994 | 1.749545454545455 | 4.71 | 1.6955129629629628 | 0
KR | TSLA |  | KR19111_TMFSR24_PR | W_RASH_LS | B081R8S574 | FSR47 | 단종 |  | 60 | 39.98 | USELESS | 23.98 |  | 14.95 |  |  | 1.0633895540740728 | 0.088912170073083 | 4.6 | 4.86841 | 0.7475 | 4.66 | 1.6955129629629628 |  | 0.123 | 193 |  | 1.2116333333333333 | 2.8245654320987654 |  | 0.09725000000000006 | KR19111_TMFSR24_PR | W_RASH_LS | 11.971422962962963 | 미얀마 | 여성 | 여름 | TSLA | 스윔웨어 | 1 | 0.8 | 0.19999999999999996 | 0.2 | 0.04 | 0.04 | 6.2 | 3.1 | 0.7 | 14.95 | 0.14949999999999997 | 0.9736819999999997 | 0.3391025925925925 | 0.13359499999999996 |  | 4.86841 | 0.7475 | 4.66 | 1.6955129629629628 | 0
KR | TSLA |  | KR19111_TMFSR24_PR | W_RASH_LS | B081R8S574 | FSR48 | 단종 |  | 60 | 39.98 | USELESS | 19.98 |  | 14.95 |  |  | 0.2592729727037053 | 0.023650175589042918 | 4.7 | 4.974245000000001 | 0.7475 | 4.85 | 1.7078129629629628 |  | 0.123 | 230 |  | 1.2239333333333333 | 2.8368654320987656 |  | 0.09725000000000006 | KR19111_TMFSR24_PR | W_RASH_LS | 12.279557962962963 | 미얀마 | 여성 | 여름 | TSLA | 스윔웨어 | 1 | 0.7333000000000001 | 0.26669999999999994 | 0.2667 | 0.04 | 0.04 | 6.2 | 3.1 | 0.7 | 14.95 | 0.19935824999999996 | 1.3266311414999998 | 0.4554737172222221 | 0.17460182249999998 |  | 4.974245000000001 | 0.7475 | 4.85 | 1.7078129629629628 | 0
KR | TSLA |  | KR19111_TMFSR24_PR | W_RASH_LS | B081R8S574 | FSR49 | 단종 |  | 60 | 39.98 | USELESS | 22.98 |  | 17.39444444444444 |  |  | 2.5535220274444406 | 0.16937926715124846 | 4.6 | 4.86841 | 1.739444444444444 | 5 | 1.6955129629629628 |  | 0.123 | 230 |  | 1.2116333333333333 | 2.8245654320987654 |  | 0.09725000000000006 | KR19111_TMFSR24_PR | W_RASH_LS | 13.303367407407407 | 미얀마 | 여성 | 여름 | TSLA | 스윔웨어 | 1 | 0.8667 | 0.13329999999999997 | 0.1333 | 0.03 | 0.03 | 6.2 | 3.1 | 0.7 | 17.39444444444444 | 0.23186794444444433 | 0.6489590529999999 | 0.2260118779629629 | 0.09942180499999993 |  | 4.86841 | 1.739444444444444 | 5 | 1.6955129629629628 | 0
KR | TSLA |  | KR19111_TMFSR24_PR | W_RASH_LS | B081R8S574 | FSR20 | 단종 |  | 76.92307692307692 | 35.98 | USELESS | 12.98 |  | 13.84956521739131 |  |  | 1.0313345711352717 | 0.08462150870202985 | 4.3 | 4.3645 | 0.6924782608695655 | 5.14 | 1.420636111111111 |  | 0.123 | 195 |  | 1.0326499999999998 | 2.325937037037037 |  | 0.02499999999999991 | KR19111_TMFSR24_PR | W_RASH_LS | 11.617614371980675 | 베트남 | 여성 | 여름 | TSLA | 스윔웨어 | 1 | 0.88 | 0.12 | 0.12 | 0.03 | 0.03 | 6.2 | 3.1 | 0.7 | 13.84956521739131 | 0.08309739130434786 | 0.52374 | 0.1704763333333333 | 0.06734353043478267 |  | 4.3645 | 0.6924782608695655 | 5.14 | 1.420636111111111 | 0
KR | TSLA |  | KR19111_TMFSR24_PR | W_RASH_LS | B081R8S574 | FSR21 | 단종 |  | 66.66666666666667 | 39.98 | USELESS | 21.98 |  | 22.86888888888889 |  |  | 6.144892789444448 | 0.30534201942231093 | 4.17 | 4.23255 | 3.8877111111111113 | 5.14 | 1.5344516666666665 |  | 0.123 | 225 |  | 1.09416 | 2.5617988888888883 |  | 0.02499999999999991 | KR19111_TMFSR24_PR | W_RASH_LS | 14.794712777777775 | 베트남 | 여성 | 여름 | TSLA | 스윔웨어 | 1 | 0.88 | 0.12 | 0.12 | 0.03 | 0.03 | 6.2 | 3.1 | 0.7 | 22.86888888888889 | 0.46652533333333335 | 0.507906 | 0.18413419999999997 | 0.11626589333333334 |  | 4.23255 | 3.8877111111111113 | 5.14 | 1.5344516666666665 | 0
KR | TSLA |  | KR19111_TMFSR24_PR | W_RASH_LS | B081R8S574 | FSR22 | 단종 |  | 96.15384615384616 | 39.980000000000004 | USELESS | 18.98 |  | 18.98 |  |  | 6.6386119777777814 | 0.3974645546614727 | 3.85 | 3.90775 | 1.8980000000000001 | 3.63 | 1.196538888888889 |  | 0.123 | 156 |  | 0.87655 | 1.9431796296296295 |  | 0.02499999999999991 | KR19111_TMFSR24_PR | W_RASH_LS | 10.632288888888887 | 베트남 | 여성 | 여름 | TSLA | 스윔웨어 | 1 | 0.88 | 0.12 | 0.12 | 0.03 | 0.03 | 6.2 | 3.1 | 0.7 | 18.98 | 0.22776000000000002 | 0.46893 | 0.14358466666666667 | 0.11299680000000004 |  | 3.90775 | 1.8980000000000001 | 3.63 | 1.196538888888889 | 0
