# Source: 00_NEW_상품라인업.xlsx
# Path: \\Nas\공용_시장조사팀\01_상품기획파트\05_상품개발\00_NEW_상품라인업.xlsx
# mtime: 2026-08-21T11:36:27
# Sheets: CQR, TSLA_ATHLIO
# Mode: low-load read_only extract

## CQR
브랜드 | 이미지 | 구모델 | 모델명 | 발주서명 | 라인1 | 라인2 | 시리즈이름(OPT) | 스타일이름 | 원단이름 | 원단 정보 | 슬로건 | PR | 1번 | 스와치 컬러 | 스와치 포즈 | 촬영리뷰 파일 | 시즌
TSLA |  | 4pack | MUS78 | 언더레이어 | 언더레이어 | 언더레이어하의 | 반바지 | 남성 | 사계절 | 83% Polyester,  17% Elastane |  | KR19111_TMMUS17_PR | Baselayer_Shorts
TSLA | 반바지 S포켓 |  | MUS47 MUS74 (3P) | 언더레이어 | #N/A | #N/A | #N/A | #N/A | #N/A | 85% Polyester,  15% Elastane |  | #N/A | Baselayer_Shorts
TSLA |  |  | XUD54 XUD74 (2p) XUD84 (2p S+P) | 겨울언더레이어 | 언더레이어 | 언더레이어상의 | 긴팔 | 여성 | 겨울 | 88% Polyester,  12% Elastane |  | #N/A | Heatlayer_LS_W
TSLA |  |  | XUB52 | 겨울언더레이어 | 언더레이어 | 언더레이어상의 | 반팔 | 여성 | 겨울 | 88% Polyester,  12% Elastane |  |  |  | 2025_06&07
TSLA |  |  | XUT56 XUT76 (2p) XUT86 (2p S+P) | 겨울언더레이어 | 언더레이어 | 언더레이어상의 | 긴팔 | 여성 | 겨울 | 88% Polyester,  12% Elastane |  | #N/A | Heatlayer_LS_W
TSLA | 라운드넥 |  | XUO01 | 겨울언더레이어 | 언더레이어 | 언더레이어상의 | 긴팔 | 여성 | 겨울 | 88% Polyester,  12% Elastane |  | KR22043_TMXUO02_PR | Fleece_Bodysuit
TSLA |  |  | XUO02 | 겨울언더레이어 | 언더레이어 | 언더레이어상의 | 긴팔 | 여성 | 겨울 | 88% Polyester,  12% Elastane |  | KR22043_TMXUO02_PR | Fleece_Bodysuit
TSLA | 나시 |  | XUN01 | 겨울언더레이어 | 언더레이어 | 언더레이어상의 | 민소매 | 여성 | 겨울 | 88% Polyester,  12% Elastane |  | #N/A | #N/A
TSLA |  |  | WHS200 (세트) WHS205 (P) WHD202 (상의) WHB204 (하의) | 겨울언더레이어 | #N/A | #N/A | #N/A | #N/A | #N/A | 88% Polyester,  12% Elastane |  | #N/A | Heatlayer_Set_W
TSLA |  |  | WHS400 (세트) WHD402 (상의) WHB404 (하의) | 겨울언더레이어 | #N/A | #N/A | #N/A | #N/A | #N/A | 88% Polyester,  12% Elastane |  | #N/A | Heatlayer_Set_W
TSLA |  |  | FUD11 FUD31 (3P) | AO티셔츠 | #N/A | #N/A | #N/A | #N/A | #N/A | 90% Polyester,  10% Elastane |  | #N/A | Baselayer_LS_W
TSLA |  |  | FUD03 | 언더레이어 | 언더레이어 | 언더레이어상의 | 긴팔 | 여성 | 사계절 | 85% Polyester,  15% Elastane |  | KR19111_TMFUD01_PR | Baselayer_LS_W
TSLA |  |  | FUO01 | 언더레이어 | 언더레이어 | 언더레이어상의 | 긴팔 | 여성 | 사계절 | 85% Polyester,  15% Elastane |  | KR23031_TMFUO01_PR | Bodysuit
TSLA |  |  | FUO02 | 언더레이어 | 언더레이어 | 언더레이어상의 | 긴팔 | 여성 | 사계절 | 85% Polyester,  15% Elastane |  | KR23031_TMFUO01_PR | Bodysuit
TSLA |  |  | ZUT32 ZUT22 (2p) ZUT62 (2p S+P) | 겨울언더레이어 | #N/A | #N/A | #N/A | #N/A | #N/A | 90% Polyester,  10% Elastane |  | #N/A | USELESS
TSLA |  |  | ZUP53 | 겨울언더레이어 | 언더레이어 | 언더레이어하의 | 긴바지 | 아동 | 겨울 | 88% Polyester,  12% Elastane |  | KR20011_TMZUP33_PR | USELESS
TSLA |  |  | KHS300 (세트) KHS305 (P) KHD301 (상의) KHB303 (하의) | 겨울언더레이어 | #N/A | #N/A | #N/A | #N/A | #N/A | 88% Polyester,  12% Elastane |  | #N/A | USELESS
TSLA |  |  | KUD11 | AO티셔츠 | 언더레이어 | 언더레이어상의 | 긴팔 | 아동 | 사계절 | 85% Polyester,  15% Elastane |  | KR19111_TMKUD11_PR | USELESS
TSLA |  |  | KUP29 | 언더레이어 | 언더레이어 | 언더레이어하의 | 긴바지 | 아동 | 사계절 | 85% Polyester,  15% Elastane |  | KR19111_TMKUP19_PR | USELESS
TSLA | MUP49 포켓 키즈 버전 | 2pack | KUP94 | 언더레이어 | 언더레이어 | 언더레이어하의 | 긴바지 | 아동 | 사계절 | 87% Polyester,  13% Elastane |  | KR19111_TMKUP19_PR | USELESS
TSLA |  |  | MSS41 | 스윔셔츠 | 스윔웨어 | 스윔셔츠 | 반팔 | 남성 | 여름 | PE100 140gsm |  | KR04071_TMMSS01_PR | Swimshirts_SS
TSLA | 전판 프린트 |  | MSS42 | 스윔셔츠 | 스윔웨어 | 스윔셔츠 | 반팔 | 남성 | 여름 | PE100 140gsm |  | KR04071_TMMSS01_PR | Swimshirts_SS
TSLA | 등판 그래픽 |  | MSS43 | 스윔셔츠 | 스윔웨어 | 스윔셔츠 | 반팔 | 남성 | 여름 | PE100 140gsm |  | KR04071_TMMSS01_PR | Swimshirts_SS
TSLA | 나시 |  | <국내전용> MTN44 | 스윔셔츠 | #N/A | #N/A | #N/A | #N/A | #N/A | PE100 140gsm |  | #N/A | #N/A
TSLA |  |  | MSS44 | 스윔셔츠 | 스윔웨어 | 스윔셔츠 | 긴팔 | 남성 | 여름 | PE100 140gsm |  | KR19111_TMMSR12_PR | USELESS
TSLA | 전판 프린트 |  | MSS45 | 스윔셔츠 | 스윔웨어 | 스윔셔츠 | 긴팔 | 남성 | 여름 | PE100 140gsm |  | KR19111_TMMSR12_PR | USELESS
TSLA | 등판 그래픽 |  | MSS46 | 스윔셔츠 | 스윔웨어 | 스윔셔츠 | 긴팔 | 남성 | 여름 | PE100 140gsm |  | KR19111_TMMSR12_PR | USELESS
TSLA |  |  | MSZ21 |  | 스윔웨어 | 스윔셔츠 | 집업 | 남성 | 여름 | P/SP (88/12) 160gsm |  | KR19111_TMMSZ05_PR | USELESS
TSLA |  |  | FSS41 | 스윔셔츠 | 스윔웨어 | 스윔셔츠 | 반팔 | 여성 | 여름 | PE100 140gsm |  | KR19111_TMFSS02_PR | USELESS
TSLA |  |  | FSS44 | 스윔셔츠 | 스윔웨어 | 스윔셔츠 | 긴팔 | 여성 | 여름 | PE100 140gsm |  | KR19111_TMFSS04_PR | Swimshirts_LS_W
TSLA | 전판 프린트 |  | FSS45 | 스윔셔츠 | 스윔웨어 | 스윔셔츠 | 긴팔 | 여성 | 여름 | PE100 140gsm |  | KR19111_TMFSS04_PR | Swimshirts_LS_W
TSLA |  |  | FSS47 | 스윔셔츠 | 스윔웨어 | 스윔셔츠 | 후디 | 여성 | 여름 | PE100 140gsm |  | KR19111_TMFSS04_PR | Swimshirts_LS_W
TSLA |  |  | FSS26 | 선블럭메쉬 | 스윔웨어 | 스윔셔츠 | 후디 | 여성 | 여름 | P/SP 84/16 JERSEY 160GSM UPF 50+ |  | KR19111_TMFSS04_PR
TSLA |  |  | MSZ21 | 선블럭메쉬 | 스윔웨어 | 스윔셔츠 | 집업 | 남성 | 여름 | P/SP 84/16 JERSEY 160GSM UPF 50+ |  | KR19111_TMMSZ05_PR | USELESS
TSLA |  |  | FSZ22 | 선블럭메쉬 | 스윔웨어 | 스윔셔츠 | 집업 | 여성 | 여름 | P/SP 84/16 JERSEY 160GSM UPF 50+ |  | KR21111_TMFSZ22_PR | USELESS
TSLA |  | FSZ24 | FSZ25 | 선블럭메쉬 | 스윔웨어 | 스윔셔츠 | 집업 | 여성 | 여름 | P/SP 84/16 JERSEY 160GSM UPF 50+ |  | #N/A | USELESS
TSLA |  |  | BSS30 | 스윔셔츠 | 스윔웨어 | 스윔셔츠 | 반팔 | 아동 | 여름 | PE100 140gsm |  | KR21071_TMBSS30_PR | USELESS
TSLA |  |  | MSR16 | 래쉬가드 | 스윔웨어 | 래쉬가드 | 반팔 | 남성 | 여름 | P/S 88/12 180GSM |  | KR19111_TMMSR16_PR | USELESS
TSLA |  |  | MSR32 | 래쉬가드 | 스윔웨어 | 래쉬가드 | 반팔 | 남성 | 여름 | P/S 88/12 180GSM |  | KR19111_TMMSR16_PR | USELESS
TSLA |  |  | MSZ01 | 집업래쉬가드 | 스윔웨어 | 래쉬가드 | 집업 | 남성 | 여름 | P85 S15 180gsm |  | KR19111_TMMSZ23_PR | USELESS
TSLA | 1슬리브 프린트 |  | MSZ02 | 집업래쉬가드 | 스윔웨어 | 래쉬가드 | 집업 | 남성 | 여름 | P85 S15 180gsm |  | KR19111_TMMSZ23_PR | USELESS
TSLA | 전판 프린트 |  | MSZ04 | 집업래쉬가드 | 스윔웨어 | 래쉬가드 | 집업 | 남성 | 여름 | P85 S15 180gsm |  | KR19111_TMMSZ23_PR | USELESS
TSLA |  |  | MSZ05 | 집업래쉬가드 | 스윔웨어 | 래쉬가드 | 후디 | 남성 | 여름 | P85 S15 180gsm |  | KR19111_TMMSZ05_PR | USELESS
TSLA |  |  | MSR40 | 래쉬가드 | 스윔웨어 | 래쉬가드 | 긴팔 | 남성 | 여름 | P/S 88/12 180GSM |  | KR19111_TMMSR19_PR | Rashguard_LS
TSLA | 1슬리브 프린트 |  | MSR41 | 래쉬가드 | 스윔웨어 | 래쉬가드 | 긴팔 | 남성 | 여름 | P/S 88/12 180GSM |  | KR19111_TMMSR19_PR | Rashguard_LS
TSLA | 전판 피스 프린트 |  | MSR42 | 래쉬가드 | 스윔웨어 | 래쉬가드 | 긴팔 | 남성 | 여름 | P/S 88/12 180GSM |  | KR19111_TMMSR19_PR | Rashguard_LS
TSLA |  |  | FSR61 | 래쉬가드 | 스윔웨어 | 래쉬가드 | 반팔 | 여성 | 여름 | P/S 88/12 180GSM |  | KR19111_TMFSR25_PR | USELESS
TSLA |  |  | FSR43 | 래쉬가드 | 스윔웨어 | 래쉬가드 | 반팔 | 여성 | 여름 | P/S 88/12 180GSM |  | KR19111_TMFSR25_PR | USELESS
TSLA |  |  | FSR60 | 래쉬가드 | 스윔웨어 | 래쉬가드 | 반팔 | 여성 | 여름 | P/S 88/12 180GSM |  | KR19111_TMFSR25_PR | USELESS
TSLA |  |  | FSR49 | 래쉬가드 | 스윔웨어 | 래쉬가드 | 긴팔 | 여성 | 여름 | P/S 88/12 180GSM |  | KR19111_TMFSR24_PR | #N/A
TSLA |  |  | FSR70 | 래쉬가드 | 스윔웨어 | 래쉬가드 | 긴팔 | 여성 | 여름 | P/S 88/12 180GSM |  | #N/A | #N/A
TSLA |  |  | FSZ05 | 집업래쉬가드 | 스윔웨어 | 래쉬가드 | 집업 | 여성 | 여름 | P85 S15 180gsm |  | KR19111_TMFSZ21_PR | USELESS
TSLA |  |  | FSZ07 | 집업래쉬가드 | 스윔웨어 | 래쉬가드 | 후디 | 여성 | 여름 | P85 S15 180gsm |  | KR19111_TMFSZ02_PR | USELESS
TSLA |  |  | FSZ62 | 집업래쉬가드 | 스윔웨어 | 래쉬가드 | 집업 | 여성 | 여름 | P85 S15 180gsm |  | KR19111_TMFSZ02_PR | USELESS
TSLA |  |  | FSR45 | 래쉬가드 | 스윔웨어 | 래쉬가드 | 긴팔 | 여성 | 여름 | P/S 88/12 180GSM |  | KR19111_TMFSR24_PR | USELESS
TSLA |  |  | FSR48 | 래쉬가드 | 스윔웨어 | 래쉬가드 | 긴팔 | 여성 | 여름 | P/S 88/12 180GSM |  | KR19111_TMFSR24_PR | USELESS
TSLA |  |  | FSR40 | 래쉬가드 | 스윔웨어 | 래쉬가드 | 긴팔 | 여성 | 여름 | P/S 88/12 180GSM |  | KR19111_TMFSR24_PR | USELESS
TSLA |  |  | FSR29 | 래쉬가드 | 스윔웨어 | 래쉬가드 | 긴팔 | 여성 | 여름 | P/S 88/12 180GSM |  | KR19111_TMFSR24_PR | USELESS
TSLA |  |  | FSZ04 | 나일론스윔 | 스윔웨어 | 래쉬가드 | 집업 | 여성 | 여름 | N82 S18 200gsm |  | KR20051_TMFSZ04_PR | USELESS
TSLA | 2023 |  | FSZ03 | 나일론스윔 | 스윔웨어 | 래쉬가드 | 집업 | 여성 | 여름 | N82 S18 200gsm |  | KR22101_TMFSZ03_PR | USELESS
TSLA |  |  | BSR15 | 래쉬가드 | 스윔웨어 | 래쉬가드 | 반팔 | 아동 | 여름 | P/S 88/12 180GSM |  | KR19111_TMBSR15_PR | USELESS
TSLA |  |  | BSR18 | 래쉬가드 | 스윔웨어 | 래쉬가드 | 반팔 | 아동 | 여름 | P/S 88/12 180GSM |  | KR19111_TMBSR15_PR | USELESS
TSLA |  |  | BSR16 | 래쉬가드 | 스윔웨어 | 래쉬가드 | 반팔 | 아동 | 여름 | P/S 88/12 180GSM |  | KR19111_TMBSR15_PR | USELESS
TSLA |  |  | BSZ13 | 집업래쉬가드 | 스윔웨어 | 래쉬가드 | 집업 | 아동 | 여름 | P85 S15 180gsm |  | KR20021_TMBSZ03_PR | USELESS
TSLA |  |  | BSZ15 | 집업래쉬가드 | 스윔웨어 | 래쉬가드 | 집업 | 아동 | 여름 | P85 S15 180gsm |  | KR20021_TMBSZ05_PR | USELESS
TSLA |  |  | BSR11 | 래쉬가드 | 스윔웨어 | 래쉬가드 | 긴팔 | 아동 | 여름 | P/S 88/12 180GSM |  | KR21121_TMBSR10_PR | USELESS
TSLA |  |  | BSR13 | 래쉬가드 | 스윔웨어 | 래쉬가드 | 긴팔 | 아동 | 여름 | P/S 88/12 180GSM |  | KR21121_TMBSR10_PR | USELESS
TSLA |  |  | BSR14 | 래쉬가드 | 스윔웨어 | 래쉬가드 | 긴팔 | 아동 | 여름 | P/S 88/12 180GSM |  | KR21121_TMBSR10_PR | USELESS
TSLA |  |  | GSR21 | 래쉬가드 | 스윔웨어 | 래쉬가드 | 긴팔 | 아동 | 여름 | P/S 88/12 180GSM |  | KR19111_TMGSR20_PR | USELESS
TSLA |  |  | GSR22 | 래쉬가드 | 스윔웨어 | 래쉬가드 | 긴팔 | 아동 | 여름 | P/S 88/12 180GSM |  | KR19111_TMGSR20_PR | USELESS
TSLA |  |  | GSR23 | 래쉬가드 | 스윔웨어 | 래쉬가드 | 긴팔 | 아동 | 여름 | P/S 88/12 180GSM |  | KR19111_TMGSR20_PR | USELESS
TSLA |  |  | GSR24 | 래쉬가드 | 스윔웨어 | 래쉬가드 | 긴팔 | 아동 | 여름 | P/S 88/12 180GSM |  | KR19111_TMGSR20_PR | USELESS
TSLA |  |  | MSB09 | 보드숏 | 스윔웨어 | 보드숏 | Solid | 남성 | 여름 | Poly 100% |  | #N/A
TSLA |  |  | MSB31 | 스판보드숏 | 스윔웨어 | 보드숏 | Solid | 남성 | 여름 | Poly 92% Span 8% |  | KR19111_TMMSB02_PR | Boardshort
TSLA |  |  | MSB32 | 스판보드숏 | 스윔웨어 | 보드숏 | Print | 남성 | 여름 | Poly 92% Span 8% |  | KR19111_TMMSB02_PR | Boardshort
TSLA |  |  | MSB33 | 스판보드숏 | 스윔웨어 | 보드숏 | Solid | 남성 | 여름 | Poly 92% Span 8% |  | KR19111_TMMSB02_PR | Boardshort
TSLA |  |  | MSB34 | 스판보드숏 | 스윔웨어 | 보드숏 | Solid | 남성 | 여름 | Poly 92% Span 8% |  | KR19111_TMMSB02_PR | Boardshort
TSLA |  |  | MSJ06 | 재머 | 스윔웨어 | Jammer | Basic | 남성 | 여름 | Nylon 80% Span 20% |  | KR19121_TMMSJ01_PR | Jammer
TSLA |  |  | MSJ07 | 재머 | 스윔웨어 | Jammer | Basic | 남성 | 여름 | Nylon 80% Span 20% |  | KR19121_TMMSJ01_PR | Jammer
TSLA |  |  | MSJ08 | 재머 | 스윔웨어 | Jammer | Basic | 남성 | 여름 | Nylon 80% Span 20% |  | KR19121_TMMSJ01_PR | Jammer
TSLA |  |  | MSB51 | 2in1워터레깅스 | 스윔웨어 | 보드숏 | 워터레깅스 | 남성 | 여름 | 87% Polyester, 13% Elastaine |  | #N/A
TSLA |  |  | FSB04 | 나일론스윔 | 스윔웨어 | 보드숏 | 2" Solid | 여성 | 여름 | N82 S18 200gsm |  | KR19111_TMFSB01_PR | USELESS
TSLA |  |  | FSB05 | 나일론스윔 | 스윔웨어 | 보드숏 | 2" Solid | 여성 | 여름 | N82 S18 200gsm |  | KR19111_TMFSB01_PR | USELESS
TSLA |  |  | FSB06 | 나일론스윔 | 스윔웨어 | Jammer | Basic | 여성 | 여름 | N82 S18 200gsm |  | KR21031_TMFSB06_PR | USELESS
TSLA |  |  | FSB07 | 나일론스윔 | 스윔웨어 | Jammer | Basic | 여성 | 여름 | N82 S18 200gsm |  | KR21031_TMFSB06_PR | USELESS
TSLA |  |  | FSB26 | 보드숏 | 스윔웨어 | 보드숏 | Solid | 여성 | 여름 | Poly 100% |  | KR20111_TMFSB21_PR | USELESS
TSLA |  |  | FSB50 | 2in1워터레깅스 | 스윔웨어 | 보드숏 | 워터레깅스 | 여성 | 여름 | 87% Polyester, 13% Elastaine |  | #N/A
TSLA |  |  | FBK25 | 래쉬가드 | 하의 | 치마 | 트레이닝 치마 | 여성 | 여름 | PE100 140gsm |  | #N/A | USELESS
TSLA |  |  | FBK30 | 래쉬가드 | 스윔웨어 | 스윔수트&세트 | 스윔스커트 | 여성 | 여름 | PE100 140gsm |  | #N/A | USELESS
TSLA |  |  | BSB40 | 보드숏 | 스윔웨어 | 보드숏 | Solid | 아동 | 여름 | 100% Polyester |  | KR19111_TMBSB45_PR | USELESS
TSLA |  |  | BSB45 | 보드숏 | 스윔웨어 | 보드숏 | Print | 아동 | 여름 | 100% Polyester |  | KR19111_TMBSB45_PR | USELESS
TSLA |  |  | BSB52 | 2in1워터레깅스 | 스윔웨어 | 보드숏 | 워터레깅스 | 아동 | 여름 | 100% Polyester |  | #N/A
TSLA |  |  | GSB53 | 2in1워터레깅스 | 스윔웨어 | 보드숏 | 워터레깅스 | 아동 | 여름 | 100% Polyester |  | #N/A
TSLA |  |  | BSJ06 | 재머 | 스윔웨어 | Jammer | Basic | 아동 | 여름 | Nylon 80% Span 20% |  | #N/A
TSLA |  |  | BSJ07 | 재머 | 스윔웨어 | Jammer | Basic | 아동 | 여름 | Nylon 80% Span 20% |  | KR19111_TMBSJ01_PR | Jammer_K
TSLA |  |  | BZH03 | 보드숏 | 잡화 | 헤드기어 | Hat | 아동 | 여름 | P100 |  | #N/A
TSLA |  |  | BZH04 | 보드숏 | 잡화 | 헤드기어 | Hat | 아동 | 여름 | P100 |  | #N/A
TSLA |  | JP전용 | SL900 | EVA 슬리퍼 | 신발 | 샌들 | 슬리퍼 | 남성 | 여름 | EVA 100% |  | #N/A |  | 2025_04
TSLA |  | JP전용 | SL920 | EVA 슬리퍼 | 신발 | 샌들 | 슬리퍼 | 남성 | 여름 | EVA 100% |  | #N/A |  | 2025_04
TSLA |  |  | MZA01 | 쿨토시 | 잡화 | 기타 | 팔토시 | 공용 | 여름 |  |  | #N/A
ATHLIO |  | 3pack | BTK04 | AO티셔츠 | 언더레이어 | 언더레이어상의 | 민소매 | 남성 | 사계절 | 85/15 poly/span jersey 165gsm |  | US18102_AOBTK04_PR | Baselayer_Tank
ATHLIO |  | 3pack | BTS02 | 언더레이어 | 언더레이어 | 언더레이어상의 | 반팔 | 남성 | 사계절 | 85/15 poly/span jersey 165gsm |  | US18103_AOBTS02_PR | Baselayer_SS
ATHLIO |  | 3pack | BLS01 | 언더레이어 | 언더레이어 | 언더레이어상의 | 긴팔 | 남성 | 사계절 | 85/15 poly/span jersey 165gsm |  | US18102_AOBLS01_PR | Baselayer_LS
ATHLIO | 2023 | 3pack | CTN04 | 인터락메쉬140 | 상의 | 티셔츠 | 민소매 | 남성 | 여름 | 인터락메쉬 (POLY 100% 140gsm) |  | AO19071_AOCTN03_PR | Active_Shirts_Sleeveless
ATHLIO |  | 3pack | CTS10 | AO티셔츠 | 상의 | 티셔츠 | 반팔 | 남성 | 여름 | Solid : P/S 90/10 JERSEY 140gsm Hthr : P/S 90/10 CATION JERSEY 140gsm |  | US18111_AOCTS10_PR | Active_Shirts
ATHLIO |  | 2pack | CBH43 | 러닝쇼츠 | 하의 | 반바지 | 런닝 반바지 | 남성 | 여름 | POLY 95%, SPAN 5%, 85g/㎡ (겉감) / POLY 94%,  SPAN 6%, 145g/㎡ (안감+배색감) |  | AO19092_AOCBH23_PR | USELESS
ATHLIO |  | 2pack | CBH25 | 러닝쇼츠 | 하의 | 반바지 | 런닝 반바지 | 남성 | 여름 | POLY 95%, SPAN 5%, 85g/㎡ (겉감) / POLY 94%,  SPAN 6%, 145g/㎡ (안감+배색감) |  | AO20021_AOCBH27_PR | USELESS
ATHLIO | 2023 | 2pack | CBH26 | 러닝쇼츠 | 하의 | 반바지 | 런닝 반바지 | 남성 | 여름 | POLY 95%, SPAN 5%, 85g/㎡ (겉감) / POLY 94%,  SPAN 6%, 145g/㎡ (안감+배색감) |  | AO20021_AOCBH27_PR | USELESS
ATHLIO |  | 2pack | CBH27 | 러닝쇼츠 | 하의 | 반바지 | 런닝 반바지 | 남성 | 여름 | POLY 95%, SPAN 5%, 85g/㎡ (겉감) / POLY 94%,  SPAN 6%, 145g/㎡ (안감+배색감) |  | AO20021_AOCBH27_PR | USELESS
ATHLIO |  | 2pack | BFS20 | AO티셔츠 | 언더레이어 | 언더레이어상의 | 반팔 | 여성 | 사계절 | P/S 90/10 JERSEY 140gsm |  | AO20031_AOBFS22_PR | USELESS
ATHLIO |  | 2pack | BFD22 | AO티셔츠 | 언더레이어 | 언더레이어상의 | 긴팔 | 여성 | 사계절 | P/S 90/10 JERSEY 140gsm |  | AO20031_AOBFD21_PR | Baselayer_LS_W
ATHLIO |  | 2pack | BFS24 | 언더레이어 | 언더레이어 | 언더레이어상의 | 반팔 | 여성 | 사계절 | 85/15 poly/span jersey 165gsm |  | #N/A | #N/A
ATHLIO |  | 2pack | BFD20 | 언더레이어 | 언더레이어 | 언더레이어상의 | 긴팔 | 여성 | 사계절 | 85/15 poly/span jersey 165gsm |  | AO20031_AOBFD21_PR | Baselayer_LS_W
ATHLIO |  |  | SFZ81 | 집업래쉬가드 | 스윔웨어 | 래쉬가드 | 집업 | 여성 | 여름 | 85% Poly/15% Span, 180gsm |  | AO21091_AOSFZ81_PR | USELESS
TSLA |  |  | YZV06 | 겨울장갑 2025 | 잡화 | 장갑 | 트레이닝 장갑 | 공용 | 겨울 | 86/14 P/S 230 GSM |  | #N/A | #N/A | 2025_08
TSLA |  |  | MTL17 | 폴리솔로나2025 | 상의 | 티셔츠 | 긴팔 | 남성 | 사계절 | P 100% (sorona 42%) 150gsm |  | #N/A | #N/A | 2025_08
TSLA |  |  | XKL01 | 소로나기모 | 상의 | 티셔츠 | 긴팔 | 여성 | 겨울 | 100 POLY(60/40 REAL SORONA) |  | #N/A | #N/A
TSLA |  |  | YKL03 | 소로나기모 | 상의 | 티셔츠 | 긴팔 | 남성 | 겨울 | 100 POLY(60/40 REAL SORONA) |  | #N/A | #N/A | 2025_08
TSLA |  |  | YKB71 | 면스판플리스본딩팬츠2025 | 하의 | 긴바지 | 트레이닝 바지 | 남성 | 겨울 | (C98%, PU2% 310gsm) |  | #N/A | #N/A
TSLA |  |  | YKB72 | 면스판플리스본딩팬츠2025 | 하의 | 긴바지 | 트레이닝 바지 | 남성 | 겨울 | (C98%, PU2% 310gsm) |  | #N/A | #N/A
TSLA |  |  | XKB74 | 스트레치플리스팬츠2025 | 하의 | 긴바지 | 트레이닝 바지 | 여성 | 겨울 | N90%/PU10% 245gsm (PU981) |  | #N/A | #N/A
TSLA |  |  | YKB73 | 스트레치플리스팬츠2025 | 하의 | 긴바지 | 트레이닝 바지 | 남성 | 겨울 | N90%/PU10% 245gsm (PU981) |  | #N/A | #N/A
TSLA |  |  | MZS653 | 양말41차 | 잡화 | 양말 | Mid Calf | 공용 | 사계절 | POLYESTER 74% / COTTON 23% / RUBBER 2% / ELASTANE 1% |  | #N/A | #N/A
TSLA |  |  | YKH45 | 그리드 플리스 4차 | 상의 | 티셔츠 | 후디 | 공용 | 겨울 | 95% Polyester, 5% Elastane |  | #N/A | #N/A
TSLA |  |  | YZC02 | 그리드 플리스 4차 | 잡화 | 헤드기어 | 이어워머 | 공용 | 겨울 | 95% Polyester, 5% Elastane |  | #N/A | #N/A
