# Source: 00_NEW_상품라인업.xlsx
# Path: \\Nas\공용_시장조사팀\01_상품기획파트\05_상품개발\00_NEW_상품라인업.xlsx
# mtime: 2026-08-21T11:36:27
# Sheets: CQR, TSLA_ATHLIO
# Mode: low-load read_only extract

## CQR
브랜드 | 이미지 | 구모델 | 모델명 | 발주서명 | 라인1 | 라인2 | 시리즈이름(OPT) | 스타일이름 | 원단이름 | 원단 정보 | 슬로건 | PR | 1번 | 스와치 컬러 | 스와치 포즈 | 촬영리뷰 파일 | 시즌
CQR |  |  | HKZ210 | 그리드플리스 | Covert |  |  | BASIN | GRID FLEX | P95/S5 |  | KR04091_CQHKZ303_PR | 모델컷 | 블루 | 바닥컷 | 2025_05 | 겨울
CQR |  |  | HKZ305 | 폴리스웨터 | Expedition | Hunter | Wanderlust | APEX |  | P100 POLY FLEECE | Reach the Apex with Wanderlust -> Chase the Apex | KR05071_CQHKZ921_PR | 모델컷 | 화이트 | 바닥컷 | 2025_04 | 겨울
CQR |  |  | HKZ211 | 그리드플리스 | Liberator | Black |  | FORTRESS | GRID FLEX | P95/S5 | Fleece Tough, Ready for Rough. | KR05071_CQHKZ921_PR | 모델컷 | 베이지 | 바닥컷 | 2025_05 | 겨울
CQR |  |  | HKZ921 | 울플리스 | Expedition | Alpinist |  | TIMBERLINE | Storm Blend | Face: 61P, 24W, 15N Back: 100P | Capture The Wild. ->Wrapped in Wool | KR05071_CQHKZ921_PR | 모델컷 | 블루 | 바닥컷 | 2025_04 | 겨울
CQR |  |  | TOS510 | 모션셔츠 | Covert |  |  | DRIFTMARK | Motion Lite | P90/S10 | Mastering Strategy with Precision. -> Proven. Not Performed | KR20062_CQTOS401_PR | 모델컷 | 화이트 | 바닥컷 |  | 사계절
CQR |  | TOS401 / TOS402 | TOS411 | 택티컬스판셔츠 | Liberator | Modern |  | JOURNEYMAN | FleXturd > SturdiFlex | C61/P31/S2 RIPSTOP | Mission-Ready at Every Border. -> Forged Sharpness | KR20062_CQTOS401_PR | 모델컷 | 블루 | 바닥컷 |  | 사계절
CQR |  |  | TOS511 | 모션셔츠 | Liberator | Modern |  | SUPERVISOR | Motion Lite | P90/S10 | Command the Border with Precision. -> Action, not Title | KR20062_CQTOS401_PR | 모델컷 | 베이지 | 바닥컷 |  | 사계절
CQR |  |  | TOS420 | 택티컬스판셔츠 | Covert |  |  | METRO | FleXturd > SturdiFlex | C61/P31/S2 PLAIN | Mastering Strategy with Precision. -> Deeds, not words | KR19111_CQTOS421_PR | 모델컷 | 화이트 | 바닥컷 |  | 사계절
CQR |  | TOS421 / TOS431 | TOS422 | 택티컬스판셔츠 | Liberator | Modern |  | SUPERVISOR | FleXturd > SturdiFlex | C61/P31/S2 PLAIN | Command the Border with Precision. -> Action, not Title | KR19111_CQTOS421_PR | 모델컷 | 베이지 | 바닥컷 |  | 사계절
CQR |  | TOS441 | TOS430 | 택티컬스판셔츠 | Liberator | Modern |  | JOURNEYMAN | FleXturd > SturdiFlex | C61/P31/S2 RIPSTOP | Mission-Ready at Every Border. -> Forged Sharpness | KR19111_CQTOS421_PR | 모델컷 | 블루 | 바닥컷 |  | 사계절
CQR |  | WFP512 / WFP516 | WFP611 | PC고신축사 | Liberator | Modern |  | VANGUARD | ExoFlex | P82/C18 RIPSTOP | (Fearless and Functional) | KR04071_CQWFP510_PR | 모델컷 | 베이지 | 모델컷 |  | 사계절
CQR |  |  | WFP851 | PC고신축사 | Liberator | Modern |  | VALK | ExoFlex | P82/C18 RIPSTOP | Where others fear, we lead  ->Move on, Be Bold | KR04071_CQWFP510_PR | 모델컷 | 블루 | 모델컷 | 2025_03 | 사계절
CQR |  | WFP502 / WFP504 | WFP601 | PC고신축사 | Covert |  |  | SUB ROSA | ExoFlex | P82/C18 RIPSTOP | SUB ROSA, ABOVE ALL | KR04081_CQWFP601_PR | 모델컷 | 베이지 | 모델컷 |  | 사계절
CQR |  | HOK831 | HOK833 | 플레인소프트쉘 | Covert |  |  | URBAN |  | P100 | Armor of the Elite. -> Cipher in Armor | KR04031_CQHOK802_PR | 모델컷 | 화이트 | 마네킹 | 2025_05 | 겨울
CQR |  | HOK805 | HOK832 | 소프트쉘 | Covert |  |  | OPERATOR X |  | P100 | Armor of the Elite. -> Elite in Armor | KR04031_CQHOK802_PR | 모델컷 | 베이지 | 마네킹 | 2025_05 | 겨울
CQR |  |  | HOK808 | 플레인소프트쉘 | Covert |  |  | STEALTH |  | P100 | Armor of the Elite. -> Cipher in Armor | KR04031_CQHOK802_PR | 모델컷 | 화이트 | 바닥컷 | 2025_05 | 겨울
CQR |  | HOK804 / HOK806 / HOK807 | HOK809 | 플레인소프트쉘 | Liberator | Modern |  | MODERN |  | P100 | On Target, Every Time. / Always on Target | KR04031_CQHOK802_PR | 모델컷 | 807: 베이지809: 블루 | 바닥컷 | 2025_05 | 겨울
CQR |  |  | HOK909 | 쉐르파3L소프트쉘 | Expedition | Rider |  | DENALI | ARCTLOFT | P92/S8 | Warmth Locked In  (미정) | KR04031_CQHOK802_PR | 모델컷 | 오렌지 | 모델컷 |  | 겨울
CQR |  | HOK814 / HOK816 | HOK817 | 플레인소프트쉘 | Liberator | Modern |  | OPERATOR |  | P100 | On Target, Every Time. / Always on Target | KR04031_CQHOK802_PR | 모델컷 | 프린트 | 바닥컷 | 2025_05 | 겨울
CQR |  |  | HOK700 | 플란넬셔켓 | Covert |  |  |  |  |  |  | KR21051_CQHOK740_PR | 바닥컷 | 화이트 | 바닥컷 |  | 겨울
CQR |  |  | HOK709 | 플란넬셔켓 | Covert |  | Conceald Carry | STEALTH |  | P100 | IN THE CITY STEALTH -> IN CITY STEALTH | KR21051_CQHOK740_PR | 바닥컷 | 베이지 | 바닥컷 | 2025_05 | 겨울
CQR |  |  | HOK710 | 플란넬셔켓 | Covert |  |  |  |  |  |  | KR21051_CQHOK740_PR | 모델컷 | 화이트 | 바닥컷 |  | 겨울
CQR |  |  | HOK901 | 울퀼팅자켓 | Covert |  |  |  |  |  |  | KR21051_CQHOK740_PR | 바닥컷 | 화이트 | 바닥컷 |  | 겨울
CQR |  |  | HOK730 | 플란넬셔켓 | Covert |  |  |  |  |  |  | KR21051_CQHOK740_PR | 모델컷 | 화이트 | 바닥컷 |  | 겨울
CQR |  |  | HOK719 | 플란넬셔켓 | Covert |  | Conceald Carry | STEALTH |  | P100 | IN THE CITY STEALTH -> IN CITY STEALTH | KR21051_CQHOK740_PR | 바닥컷 | 베이지 | 바닥컷 | 2025_05 | 겨울
CQR |  |  | HOK720 | 플란넬셔켓 | Covert |  |  |  |  |  |  | KR21051_CQHOK740_PR | 바닥컷 | 화이트 | 바닥컷 |  | 겨울
CQR |  |  | HOK740 | 플란넬셔켓 | Covert |  |  |  |  |  |  | KR21051_CQHOK740_PR | 바닥컷 | 화이트 | 바닥컷 |  | 겨울
CQR |  |  | HOK729 | 플란넬셔켓 | Covert |  | Conceald Carry | STEALTH |  | P100 | IN THE CITY STEALTH -> IN CITY STEALTH | KR21051_CQHOK740_PR | 바닥컷 | 베이지 | 바닥컷 | 2025_05 | 겨울
CQR |  |  | HOK779 | 플란넬셔켓 | Expedition | Hunter |  | HUNTSMAN |  | P100 | Huntsman Ready, Always Steady. | KR21051_CQHOK740_PR | 바닥컷 | 올리브 | 바닥컷 | 2025_05 | 겨울
CQR |  |  | HOH350 | CVC플리스 | Expedition | Rider |  |  |  |  |  | KR21121_CQHOH352_PR | 모델컷 | 화이트 | 바닥컷 |  | 겨울
CQR |  |  | HOH352 | CVC플리스 | Liberator | Black |  |  |  |  |  | KR21121_CQHOH352_PR | 모델컷 | 화이트 | 바닥컷 |  | 겨울
CQR |  |  | HOH321 | LT플리스 | Expedition | Rider |  | ROVER | NULL FLEECE | P80 C18 SP2 | Equipped for freedom | KR21121_CQHOH352_PR | 모델컷 | 화이트 | 바닥컷 |  | 겨울
CQR |  |  | HOH322 | LT플리스 | Liberator | Modern |  | NULLION | NULL FLEECE | P80 C18 SP2 | Ready for Action | KR21121_CQHOH352_PR | 모델컷 | 베이지 | 바닥컷 |  | 겨울
CQR |  |  | HOZ330 | CVC플리스 | Expedition | Rider |  |  |  |  |  | KR21121_CQHOH352_PR | 모델컷 | 화이트 | 바닥컷 |  | 겨울
CQR |  |  | HOZ353 | CVC플리스 | Liberator | Black |  |  |  |  |  | KR21121_CQHOH352_PR | 모델컷 | 화이트 | 바닥컷 |  | 겨울
CQR |  |  | HOZ354 | CVC플리스 | Liberator | Modern |  |  |  |  |  | KR21121_CQHOH352_PR | 모델컷 | 화이트 | 바닥컷 |  | 겨울
CQR |  |  | TOL751 | 선셔츠 | Liberator | Modern | SunGuard Series | NIGHTFALL | Aero-Shield | 63%P, 37%CATIONIC P / 100gsm | Shield from the Sun /Misson ready Shield | KR19111_CQTOL003_PR | 모델컷 | 베이지 | 모델컷 | 2025_09 | 사계절
CQR |  |  | TOL755 | 선셔츠 | Liberator | Modern | SunGuard Series | NIGHTFALL X | Aero-Shield | 63%P, 37%CATIONIC P / 100gsm | Shield from the Sun /Misson ready Shield | KR19111_CQTOL003_PR | 모델컷 | 블루 | 모델컷 | 2025_09 | 사계절
CQR |  |  | TOS230 | N트리코트메쉬 | Liberator | Legacy | Reconer | RECONER | Xtreme Mesh | 76/24 NYLON/SPAN MESH | ARMOR BREATHES | KR06071_CQTOS230_PR | 모델컷 | 화이트 | 마네킹 |  | 사계절
CQR |  |  | TOL234 | N트리코트메쉬 | Liberator | Legacy | Reconer | RECONER | Xtreme Mesh | 76/24 NYLON/SPAN MESH | ARMOR BREATHES | KR06071_CQTOS230_PR | 모델컷 | 화이트 | 모델컷 |  | 사계절
CQR |  |  | TOL601 | 선셔츠 | Expedition | Alpinist |  | BASIC |  |  | Protection For the Brave. | KR19111_CQTOL003_PR | 모델컷 | 화이트 | 모델컷 |  | 사계절
CQR |  |  | TOL602 | 선셔츠 | Expedition | Alpinist |  | PROTECTOR |  |  | Protection For the Brave. | KR19111_CQTOL003_PR | 모델컷 | 화이트 | 확대 |  | 사계절
CQR |  |  | TOL603 | 선셔츠 | Expedition | Alpinist |  | PROTECTOR PRO |  |  | Protection For the Brave. | KR19111_CQTOL003_PR | 모델컷 | 화이트 | 확대 |  | 사계절
CQR |  |  | TOL604 | 선셔츠 | Expedition | Alpinist |  | RESPONSE |  |  |  | KR19111_CQTOL003_PR | 모델컷 | 화이트 | 확대 |  | 사계절
CQR |  |  | TOL605 | 선셔츠 | Expedition | Alpinist |  | RESPONSE |  |  |  | KR19111_CQTOL003_PR | 모델컷 | 화이트 | 모델컷 |  | 사계절
CQR |  |  | MZT01 | CQR벨트 | Liberator | Legacy |  |  |  | Webbing P100 |  | KR19111_CQMZT01_PR | 바닥컷 | 화이트 | 바닥컷 |  | 사계절
CQR |  |  | MZT21 | CQR벨트 | Liberator | Legacy |  |  |  | Webbing P100 |  | KR19111_CQMZT01_PR | 바닥컷 | 화이트 | 바닥컷 |  | 사계절
CQR |  |  | MZT04 | CQR벨트 | Liberator | Legacy |  |  |  | Webbing N100 | No Task Too Tough. | KR19111_CQMZT01_PR | 바닥컷 | 베이지 | 마네킹 |  | 사계절
CQR |  |  | MZT24 | CQR벨트 | Liberator | Legacy |  |  |  | Webbing N100 | No Task Too Tough. | KR19111_CQMZT01_PR | 바닥컷 | 베이지 | 바닥컷 |  | 사계절
CQR |  |  | HKZ200 | 그리드플리스 | Liberator | Black |  | GUARDIAN | GRID FLEX | P95/S5 | Fleece Tough, Ready for Rough. | KR23051_CQHKZ201_PR | 모델컷 | 화이트 | 바닥컷 | 2025_05 | 겨울
CQR |  | HKZ201 | HKZ202 | 그리드플리스 | Liberator | Black |  | FORTRESS | GRID FLEX | P95/S5 | Fleece Tough, Ready for Rough. | KR23051_CQHKZ201_PR | 모델컷 | 블루 | 바닥컷 | 2025_05 | 겨울
CQR | (후디) |  | HKZ204 | 그리드플리스 | Liberator | Black |  | RAVEN | GRID FLEX | P95/S5 | Built to LAYER / Easy LAYER Essential | KR23051_CQHKZ201_PR | 모델컷 | 베이지 | 바닥컷 |  | 겨울
CQR |  | HZC203 | HZC204 | 그리드플리스 | Liberator | Black |  |  | GRID FLEX | P95/S5 |  | KR23051_CQHZC203_PR | 모델컷 | 화이트 | 마네킹 |  | 겨울
CQR |  |  | HKJ001 | 립스탑경량패딩 | Liberator | Black |  | VEIL |  | Shell: N100 Lining:P100 | STAY WARM, STAY LOW | KR23061_CQHKJ001_PR | 모델컷 | 화이트 | 마네킹 |  | 겨울
CQR |  |  | HKJ003 | 립스탑경량패딩 | Liberator | Black | Ghost Ops | FRAME |  | Shell: N100 Lining:P100 | STEADY IN THE COLD | KR23061_CQHKJ001_PR | 모델컷 | 화이트 | 마네킹 | 2025_03 | 겨울
CQR |  | HKJ001 | HKJ002 | 립스탑경량패딩 | Liberator | Black | Ghost Ops | VEIL |  | Shell: N100 Lining:P100 | STAY WARM, STAY LOW | KR23061_CQHKJ001_PR | 모델컷 | 베이지 | 마네킹 | 2025_03 | 겨울
CQR |  |  | HOS001 | 립스탑경량패딩 | Covert |  | Ghost Ops | LAYER |  | Shell: N100 Lining:P100 | STEADY IN THE COLD | KR23061_CQHKJ001_PR | 모델컷 | 블루 | 마네킹 | 2025_03 | 겨울
CQR |  |  | HKJ501 | 항공점퍼 | Covert |  |  | WATCHER |  | N100 | Command Boldly. | KR04071_CQHKJ501_PR | 모델컷 | 화이트 | 바닥컷 | 2025_05 | 겨울
CQR |  |  | HKJ502 | 항공점퍼 | Liberator | Legacy |  | NAVIGATOR |  | N100 | Undercover Edge. -> Undercover Still Edge. | KR04071_CQHKJ501_PR | 모델컷 | 빨강색 | 바닥컷 | 2025_05 | 겨울
CQR |  |  | HKJ503 | 항공점퍼 | Liberator | Legacy |  | NAVIGATOR AF |  | N100 | Undercover Edge. -> Undercover Still Edge. | KR04071_CQHKJ501_PR | 모델컷 | 오렌지 | 바닥컷 | 2025_05 | 겨울
CQR |  |  | TXP102 | 어센드팬츠 | Expedition | Alpinist | Ascend | BOLT | Breeze Ripstop / Chill-Vapor / Ultimate Vent | N87/S13 RIPSTOP | Move Light | KR05041_CQTXP110_PR | 모델컷 | 화이트 | 모델컷 | 2025_03 | 사계절
CQR |  |  | TXP110 | 어센드팬츠 | Expedition | Alpinist | Ascend | CRUX | Breeze Ripstop / Chill-Vapor / Ultimate Vent | N87/S13 RIPSTOP | Own the Stone | KR05041_CQTXP110_PR | 모델컷 | 베이지 | 모델컷 | 2025_03 | 사계절
CQR |  |  | TXP111 | 어센드팬츠 | Expedition | Alpinist | Ascend | CRUX | Breeze Ripstop / Chill-Vapor / Ultimate Vent | N87/S13 RIPSTOP | Own the Stone | KR05041_CQTXP110_PR | 모델컷 | 베이지 | 모델컷 | 2025_03 | 사계절
CQR |  |  | TXP140 | 어센드팬츠 | Expedition | Alpinist | Ascend | PEAK | Breeze Ripstop / Chill-Vapor / Ultimate Vent | N87/S13 RIPSTOP | Lead the Route | KR05041_CQTXP110_PR | 모델컷 | 블루 | 모델컷 | 2025_03 | 사계절
CQR |  |  | BXP305 | 나일론립스탑여름팬츠 | Expedition | Alpinist |  | SHENANDOAH | STURD-FLEX |  |  | KR19111_CQBXP426_PR | 모델컷 | 화이트 | 모델컷 |  | 사계절
CQR |  |  | BXP306 | 나일론립스탑여름팬츠 | Expedition | Alpinist |  | SHENANDOAH | STURD-FLEX |  |  | KR19111_CQBXP426_PR | 모델컷 | 화이트 | 모델컷 |  | 사계절
CQR |  |  | BXP301 | 나일론립스탑여름팬츠 | Expedition | Alpinist |  | SHENANDOAH | STURD-FLEX |  |  | KR21051_CQBXP426_PR | 모델컷 | 베이지 | 모델컷 |  | 사계절
CQR |  |  | TZS71 | CQR양말 | Liberator | Black |  | REXON LITE | Rexonwool | Wool 78% Acrylic 12% Poly 8% Rubber 2% | STAY AHEAD, STAY DRY | KR19121_CQTZS70_PR | 마네킹 | 화이트 | 마네킹 |  | 사계절
CQR |  |  | TZS72 | CQR양말 | Liberator | Modern |  | REXON TAC | Rexonwool | Wool 78% Acrylic 12% Poly 8% Rubber 2% | STAY AHEAD, STAY DRY | KR19121_CQTZS70_PR | 마네킹 | 베이지 | 마네킹 |  | 사계절
CQR |  |  | TZS76 | CQR양말 | Liberator | Modern |  | REXON BOOT | Rexonwool | Wool 78% Acrylic 12% Poly 8% Rubber 2% | STAY AHEAD, STAY DRY | KR19121_CQTZS70_PR | 마네킹 | 그린 | 마네킹 |  | 사계절
CQR |  |  | TZS79 | CQR양말 | Liberator | Modern |  | REXON ARCTIC | Rexonwool | Wool 78% Acrylic 12% Poly 8% Rubber 2% | STAY AHEAD, STAY WARM | KR19121_CQTZS70_PR | 마네킹 | 오렌지 | 마네킹 |  | 사계절
CQR |  |  | TZH600 | 라이트플렉스 | Liberator | Modern |  | SNIPER | LITE-FLEX | P64/C34/S2 | Heat Out, Zero In | KR06041_CQTZH621_PR | 모델컷 | 화이트 | 마네킹 | 2026_01 | 사계절
CQR |  |  | TZH620 | 라이트플렉스 | Liberator | Modern |  | SENTINEL | LITE-FLEX | P64/C34/S2 | Heat Down, Aim High | KR06041_CQTZH621_PR | 모델컷 | 화이트 | 마네킹 | 2026_01 | 사계절
CQR |  |  | TZH621 | 라이트플렉스 | Liberator | Modern |  | SENTINEL | LITE-FLEX | P64/C34/S2 | Heat Down, Aim High | KR06041_CQTZH621_PR | 모델컷 | 베이지 | 마네킹 | 2026_01 | 사계절
CQR |  |  | TZH640 | 라이트플렉스 | Liberator | Modern |  | RECON | LITE-FLEX | P64/C34/S2 | Wear the Terrain | KR06041_CQTZH621_PR | 모델컷 | 블루 | 마네킹 | 2026_01 | 사계절
CQR |  |  | TZH641 | 라이트플렉스 | Liberator | Modern |  | RECON | LITE-FLEX | P64/C34/S2 | Wear the Terrain | KR06041_CQTZH621_PR | 모델컷 | 블루 | 마네킹 | 2026_01 | 사계절
CQR |  |  | TWO602 | 라이트플렉스 | Sapper |  |  | VORTEX LT | LITE-FLEX | P64/C34/S2 | Keep 'em Flying | KR20101_CQTWO603_PR | 모델컷 | 화이트 | 모델컷 | 2026_01 | 사계절
CQR |  |  | TWO604 | 라이트플렉스 | Sapper |  |  | VORTEX | LITE-FLEX | P64/C34/S2 | Pride in Practice | KR20101_CQTWO603_PR | 모델컷 | 베이지 | 모델컷 | 2026_01 | 사계절
CQR |  |  | BT402 | CQR 부츠 | Liberator | Modern | Recoil.45 | RAIDER |  | Upper : Polyurethane (PU), Synthetic  Sole : Rubber | HARD RECOIL | KR06081_CQBZ405_PR | 모델링 | 화이트 | 모델링 |  | 사계절
CQR |  |  | BZ401 | CQR 부츠 | Liberator | Modern | Recoil.45 | RAIDER ZIP |  | Upper : Polyurethane (PU), Synthetic  Sole : Rubber | QUICK ON. REBOUND. | KR06081_CQBZ405_PR | 모델링 | 베이지 | 모델링 |  | 사계절
CQR |  |  | BZ405 | CQR 부츠 | Liberator | Modern | Recoil.45 | WARTHOG |  | Upper : Polyurethane (PU), Synthetic  Sole : Rubber | ZERO SHOCK | KR06081_CQBZ405_PR | 모델링 | 블루 | 모델링 |  | 사계절
CQR |  |  | BL403 | CQR 부츠 | Liberator | Black | Recoil.45 | RAPTOR |  | Upper : Polyurethane (PU), Synthetic  Sole : Rubber | COMBAT RUN | KR06081_CQBZ405_PR | 모델링 | 화이트 | 모델링 |  | 사계절

## TSLA_ATHLIO
브랜드 | 이미지 | 구모델 | 모델명 | 발주서명 | 대분류명 | 중분류명 | 소분류명 | 성별명 | 원단이름 | 원단 정보 | 슬로건 | PR | 루트 PR | 촬영리뷰 파일
TSLA |  |  | MET22 | 사이클링자켓 | 아우터 | 자켓 | 사이클 자켓 | 남성 | 사계절 | 2.5 Layer |  | KR22041_TMMET22_PR | USELESS
TSLA |  |  | MET12 | 사이클링자켓 | 아우터 | 자켓 | 사이클 자켓 | 남성 | 사계절 | 1 Layer |  | KR22041_TMMET12_PR | USELESS
TSLA |  |  | FET20 | 사이클링자켓 | 아우터 | 자켓 | 사이클 자켓 | 여성 | 사계절 | 2.5 Layer |  | KR22041_TMFET20_PR | USELESS
TSLA |  |  | YKJ11 | TSLA 경량패딩 | 아우터 | 자켓 | 패딩 자켓 | 남성 | 겨울 | 100% Nylon |  | KR21032_TMYKJ13_PR | USELESS
TSLA |  |  | YKJ13 | TSLA 경량패딩 | 아우터 | 자켓 | 패딩 자켓 | 남성 | 겨울 | 100% Nylon |  | KR21032_TMYKJ13_PR | USELESS
TSLA |  |  | YKJ15 | TSLA 경량패딩 | 아우터 | 베스트 | 패딩 베스트 | 남성 | 겨울 | 100% Nylon |  | KR21032_TMYKJ15_PR | USELESS
TSLA |  |  | YKJ10 | TSLA 경량패딩 | 아우터 | 자켓 | 패딩 자켓 | 남성 | 겨울 | 100% Nylon |  | #N/A | #N/A
TSLA |  |  | XKJ22 | TSLA 경량패딩 | 아우터 | 자켓 | 패딩 자켓 | 여성 | 겨울 | 100% Nylon |  | KR23111_TMXKJ22_PR | Lightweight_Puffer_W
TSLA |  |  | XKJ24 | TSLA 경량패딩 | 아우터 | 자켓 | 패딩 자켓 | 여성 | 겨울 | 100% Nylon |  | KR23111_TMXKJ22_PR | Lightweight_Puffer_W
TSLA |  |  | XKJ20 | TSLA 경량패딩 | 아우터 | 자켓 | 패딩 자켓 | 여성 | 겨울 | 100% Nylon |  | KR23111_TMXKJ22_PR | Lightweight_Puffer_W
TSLA |  |  | XKJ28 | TSLA 경량패딩 | 아우터 | 자켓 | 패딩 자켓 | 여성 | 겨울 | 100% Nylon |  | KR23111_TMXKJ22_PR | Lightweight_Puffer_W
TSLA |  |  | ZKJ13 | TSLA 경량패딩 | 아우터 | 자켓 | 패딩 자켓 | 아동 | 겨울 | 100% Nylon |  | KR22031_TMZKJ24_PR | USELESS
TSLA |  |  | ZKJ24 | TSLA 경량패딩 | 아우터 | 자켓 | 패딩 자켓 | 아동 | 겨울 | 100% Nylon |  | KR22031_TMZKJ24_PR | USELESS
TSLA |  |  | XKJ21 | TSLA 경량패딩 | 아우터 | 베스트 | 패딩 베스트 | 여성 | 겨울 | 100% Nylon |  | KR23111_TMXKJ22_PR | Lightweight_Puffer_W
TSLA |  |  | XKJ26 | TSLA 경량패딩 | 아우터 | 베스트 | 패딩 베스트 | 여성 | 겨울 | 100% Nylon |  | KR23111_TMXKJ22_PR | Lightweight_Puffer_W
TSLA |  | YKJ60 | YKJ62 | 보드복 | 아우터 | 자켓 | 스키 자켓 | 남성 | 겨울 | Shell : Ripstop POLY 100% 라미네이팅 |  | #N/A | #N/A
TSLA |  |  | XKJ61 | 보드복 | 아우터 | 자켓 | 스키 자켓 | 여성 | 겨울 | Shell : Ripstop POLY 100% 라미네이팅 |  | #N/A | USELESS
TSLA |  |  | KKJ51 | 보드복 | 아우터 | 자켓 | 스키 자켓 | 아동 | 겨울 | Shell : Ripstop POLY 100% 라미네이팅 |  | KR21061_TMKKJ51_PR | USELESS
TSLA |  |  | YKZ05 |  | 상의 | 맨투맨류 | 쿼터 집업 | 남성 | 겨울 | P/SP(92/8) 215gsm |  | KR19111_TMYKZ01_PR | Fleece_Quarterzip
TSLA |  |  | YKL01 | 소로나기모 | 상의 | 티셔츠 | 긴팔 | 남성 | 겨울 | P100% 기모 165gsm |  | #N/A | #N/A
TSLA |  |  | YKL26 | 플리스스웻 | 상의 | 맨투맨류 | 긴팔 | 남성 | 겨울 | C/P/S 49/45/6 FLEECE |  | #N/A | #N/A
TSLA |  |  | XKL02 | 소로나기모 | 상의 | 티셔츠 | 긴팔 | 여성 | 겨울 | P100% 기모 165gsm |  | #N/A | #N/A
TSLA |  |  | XKL22 | 플리스스웻 | 상의 | 맨투맨류 | 긴팔 | 여성 | 겨울 | C/P/S 49/45/6 FLEECE |  | #N/A | #N/A
TSLA |  |  | XYJ80 | FW요가 | 아우터 | 자켓 | 트레이닝 자켓 | 여성 | 겨울 | PE78 SP22 FD WR 240GSM |  | #N/A | #N/A
TSLA |  |  | MOS21 | 피싱셔츠 | 상의 | 남방 | 반팔 | 남성 | 여름 | 100% Nylon 118gsm |  | KR04031_TMMOS21_PR | USELESS
TSLA |  |  | MOS22 | 피싱셔츠 | 상의 | 남방 | 반팔 | 남성 | 여름 | 100% Nylon 118gsm |  | KR04101_TMMOS22_PR | #N/A
TSLA |  |  | MOL22 | 피싱셔츠 | 상의 | 남방 | 긴팔 | 남성 | 사계절 | 100% Nylon 118gsm |  | KR20021_TMMOL22_PR | USELESS
TSLA |  |  | FYT10 | 요가브라탑 | 요가 | 요가상의 | 브라탑 | 여성 | 사계절 | 83/17 PE/SP |  | #N/A | #N/A
TSLA |  |  | FYT11 | 요가브라탑 | 요가 | 요가상의 | 브라탑 | 여성 | 사계절 | 83/17 PE/SP |  | #N/A | #N/A
TSLA |  |  | FYT12 | 요가브라탑 | 요가 | 요가상의 | 브라탑 | 여성 | 사계절 | 83/17 PE/SP |  | #N/A | #N/A | 2025_06&07
TSLA |  |  | FYT13 | 브라탑 | 요가 | 요가상의 | 브라탑 | 여성 | 사계절 | 83/17 PE/SP |  | #N/A | #N/A | 2025_06&07
TSLA |  |  | FYT20 | 스윔브라탑 | 스윔웨어 | 상의 | 브라탑 | 여성 | 여름 | 83/17 PE/SP |  | #N/A | #N/A | 2025_06&07
TSLA | 머슬핏 |  | MTS14 | 소로나시리즈 | 상의 | 티셔츠 | 반팔 | 남성 | 여름 | P100 |  | #N/A | #N/A
TSLA | 오버핏 |  | MTS15 | 소로나시리즈 | 상의 | 티셔츠 | 반팔 | 남성 | 여름 | P100 |  | #N/A | #N/A
TSLA |  |  | MTS20 | 더블코튼 | 상의 | 티셔츠 | 반팔 | 남성 | 여름 | P100 |  | #N/A | #N/A
TSLA |  |  | MTN16 | 소로나시리즈 | 상의 | 티셔츠 | 민소매 | 남성 | 여름 | P100 |  | #N/A | #N/A
TSLA |  |  | MKZ03 MKZ23 (2p) | 하이퍼드라이 | #N/A | #N/A | #N/A | #N/A | #N/A | P100 |  | #N/A | USELESS
TSLA |  |  | MKZ05 | 하이퍼드라이 | 상의 | 티셔츠 | 쿼터 집업 | 남성 | 사계절 | P100 |  | KR19111_TMMKZ03_PR | USELESS
TSLA |  |  | FTS10 | 폴리슬럽 | 상의 | 티셔츠 | 반팔 | 여성 | 여름 | POLY 100 |  | #N/A | #N/A
TSLA |  |  | FTS11 | 폴리슬럽 | 상의 | 티셔츠 | 반팔 | 여성 | 여름 | POLY 100 |  | #N/A | #N/A
TSLA |  |  | FTS12 | 폴리슬럽 | 상의 | 티셔츠 | 민소매 | 여성 | 여름 | POLY 100 |  | #N/A | #N/A
TSLA |  |  | FTS13 | 폴리슬럽 | 상의 | 티셔츠 | 긴팔 | 여성 | 여름 | POLY 100 |  | #N/A | #N/A
TSLA |  |  | FTS14 | 폴리슬럽 | 상의 | 티셔츠 | 반팔 | 여성 | 여름 | POLY 100 |  | #N/A | #N/A
TSLA |  | 3pack | MTS70 | 스트레치SD | 상의 | 티셔츠 | 반팔 | 남성 | 여름 | P90/S10 |  | KR21011_TMMTS70_PR | USELESS
TSLA |  | 3pack | MTL71 | 스트레치SD | 상의 | 티셔츠 | 긴팔 | 남성 | 사계절 | P90/S10 |  | KR21011_TMMTL71_PR | USELESS
TSLA |  | 3pack | MTL73 | 스트레치SD | 상의 | 티셔츠 | 긴팔 | 남성 | 사계절 | P90/S10 |  | KR21011_TMMTL71_PR | USELESS
TSLA |  |  | MTH01 | 언더레이어 | 상의 | 티셔츠 | 후디 | 남성 | 사계절 | P87/S13 165gsm |  | KR21033_TMMTH01_PR | USELESS
